date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
13/12/2018 16:15,88.92,20.34,0,97.48,100,Weekday,Thursday,Medium_Load
11/05/2018 10:00,64.04,32.58,0,89.13,100,Weekday,Friday,Medium_Load
16/12/2018 03:30,3.35,2.7,0,77.86,100,Weekend,Sunday,Light_Load
31/10/2018 07:30,2.95,3.56,0,63.81,100,Weekday,Wednesday,Light_Load
05/03/2018 20:15,99.61,29.66,0,95.84,100,Weekday,Monday,Medium_Load
24/11/2018 04:00,4.79,3.78,0,78.5,100,Weekend,Saturday,Light_Load
04/12/2018 04:30,3.6,3.82,0,68.58,100,Weekday,Tuesday,Light_Load
09/10/2018 02:00,2.63,4.43,0,51.05,100,Weekday,Tuesday,Light_Load
08/04/2018 13:45,78.62,15.12,1.4,98.2,99.98,Weekend,Sunday,Maximum_Load
04/05/2018 07:45,4.36,5.33,0,63.32,100,Weekday,Friday,Light_Load
19/03/2018 01:30,3.06,3.82,0,62.52,100,Weekday,Monday,Light_Load
14/08/2018 04:15,2.92,5.76,0,45.22,100,Weekday,Tuesday,Light_Load
18/04/2018 10:15,96.84,34.13,0,94.31,100,Weekday,Wednesday,Maximum_Load
29/01/2018 21:15,94.07,17.03,0,98.4,100,Weekday,Monday,Medium_Load
04/04/2018 09:45,62.93,28.04,0,91.34,100,Weekday,Wednesday,Medium_Load
01/09/2018 23:45,3.82,5.44,0,57.47,100,Weekend,Saturday,Light_Load
12/08/2018 14:00,3.02,0,14.76,100,20.05,Weekend,Sunday,Light_Load
08/05/2018 00:00,3.96,4.21,0,68.51,100,Weekday,Tuesday,Light_Load
08/02/2018 19:30,76.32,14.51,0.9,98.24,99.99,Weekday,Thursday,Maximum_Load
20/05/2018 11:00,5.51,0,23,100,23.3,Weekend,Sunday,Maximum_Load
01/04/2018 11:45,2.95,0,5,100,50.81,Weekend,Sunday,Light_Load
07/02/2018 04:15,5.94,5.72,0,72.03,100,Weekday,Wednesday,Light_Load
11/06/2018 18:15,43.31,25.85,0.22,85.87,100,Weekday,Monday,Medium_Load
13/06/2018 22:15,2.99,0.97,10.33,95.12,27.8,Weekday,Wednesday,Medium_Load
11/05/2018 10:45,64.76,36.65,0,87.03,100,Weekday,Friday,Maximum_Load
27/02/2018 19:15,99.61,34.2,0,94.58,100,Weekday,Tuesday,Maximum_Load
02/06/2018 12:15,3.24,0,12.06,100,25.95,Weekend,Saturday,Light_Load
14/04/2018 18:30,3.74,0,6.84,100,47.98,Weekend,Saturday,Medium_Load
29/01/2018 10:45,59.18,17.57,0,95.86,100,Weekday,Monday,Maximum_Load
19/02/2018 10:15,54.61,11.48,0,97.86,100,Weekday,Monday,Maximum_Load
03/07/2018 04:30,2.81,4.54,0,52.63,100,Weekday,Tuesday,Light_Load
29/07/2018 20:30,2.95,0,16.6,100,17.5,Weekend,Sunday,Medium_Load
22/09/2018 14:45,2.81,0,10.87,100,25.03,Weekend,Saturday,Light_Load
02/06/2018 08:30,24.48,23.83,0,71.66,100,Weekend,Saturday,Light_Load
19/06/2018 00:15,2.99,4.54,0,55,100,Weekday,Tuesday,Light_Load
20/09/2018 00:45,3.35,6.7,0,44.72,100,Weekday,Thursday,Light_Load
20/07/2018 10:45,54.65,35.78,0,83.66,100,Weekday,Friday,Maximum_Load
11/11/2018 17:00,3.85,0,18.76,100,20.1,Weekend,Sunday,Light_Load
11/08/2018 09:15,91.19,34.13,0,93.66,100,Weekend,Saturday,Medium_Load
12/06/2018 13:00,4.72,0,24.91,100,18.62,Weekday,Tuesday,Medium_Load
22/09/2018 12:00,3.35,0,6.37,100,46.55,Weekend,Saturday,Light_Load
28/11/2018 19:00,62.21,26.82,0,91.83,100,Weekday,Wednesday,Maximum_Load
19/02/2018 00:30,3.35,5,0,55.66,100,Weekday,Monday,Light_Load
20/06/2018 23:00,3.46,4.28,0,62.87,100,Weekday,Wednesday,Medium_Load
11/08/2018 06:45,2.84,5.87,0,43.55,100,Weekend,Saturday,Light_Load
09/01/2018 15:00,124.92,40.39,0,95.15,100,Weekday,Tuesday,Medium_Load
06/01/2018 05:00,4.18,5.83,0,58.27,100,Weekend,Saturday,Light_Load
28/03/2018 21:30,5.47,0,25.67,100,20.84,Weekday,Wednesday,Medium_Load
01/06/2018 20:45,3.67,0,25.88,100,14.04,Weekday,Friday,Medium_Load
09/09/2018 08:15,3.74,7.45,0,44.87,100,Weekend,Sunday,Light_Load
07/12/2018 17:15,72.11,33.59,0,90.65,100,Weekday,Friday,Maximum_Load
04/05/2018 10:00,65.7,33.55,0,89.06,100,Weekday,Friday,Medium_Load
24/08/2018 12:45,4.5,0,13.07,100,32.55,Weekday,Friday,Medium_Load
17/07/2018 22:15,3.74,0,13.46,100,26.77,Weekday,Tuesday,Medium_Load
07/05/2018 06:00,2.84,3.85,0,59.36,100,Weekday,Monday,Light_Load
15/03/2018 23:15,3.74,4.54,0,63.58,100,Weekday,Thursday,Light_Load
26/07/2018 01:00,2.63,4.32,0,52,100,Weekday,Thursday,Light_Load
09/03/2018 17:45,35.1,0.47,5.08,99.99,98.97,Weekday,Friday,Medium_Load
21/06/2018 23:00,3.56,5,0,58,100,Weekday,Thursday,Medium_Load
31/07/2018 05:00,3.13,4.28,0,59.03,100,Weekday,Tuesday,Light_Load
14/09/2018 23:45,2.66,5.04,0,46.68,100,Weekday,Friday,Light_Load
24/07/2018 17:15,54.94,18.04,0,95.01,100,Weekday,Tuesday,Medium_Load
12/10/2018 07:00,2.92,5.4,0,47.57,100,Weekday,Friday,Light_Load
17/03/2018 03:15,3.13,3.28,0,69.04,100,Weekend,Saturday,Light_Load
18/11/2018 14:00,35.1,5.62,0.14,98.74,100,Weekend,Sunday,Medium_Load
23/08/2018 18:30,39.96,21.92,0,87.68,100,Weekday,Thursday,Medium_Load
03/04/2018 18:15,40.61,27.97,0.43,82.36,99.99,Weekday,Tuesday,Medium_Load
16/07/2018 06:45,2.77,4.75,0,50.38,100,Weekday,Monday,Light_Load
22/05/2018 20:30,4.36,0,20.74,100,20.57,Weekday,Tuesday,Medium_Load
09/12/2018 00:30,3.74,3.28,0.04,75.18,99.99,Weekend,Sunday,Light_Load
15/10/2018 07:45,4.21,7.27,0,50.11,100,Weekday,Monday,Light_Load
19/03/2018 19:15,42.59,8.24,0.04,98.18,100,Weekday,Monday,Medium_Load
29/01/2018 14:45,97.27,32.29,0,94.91,100,Weekday,Monday,Medium_Load
30/11/2018 12:15,5.65,0,21.53,100,25.38,Weekday,Friday,Medium_Load
08/01/2018 17:45,37.73,1.01,9,99.96,97.27,Weekday,Monday,Maximum_Load
28/08/2018 14:15,51.16,25.34,0,89.61,100,Weekday,Tuesday,Maximum_Load
02/06/2018 21:00,3.74,0,17.03,100,21.45,Weekend,Saturday,Light_Load
10/08/2018 15:30,106.67,46.87,0,91.55,100,Weekday,Friday,Maximum_Load
09/08/2018 02:30,3.2,4.82,0,55.31,100,Weekday,Thursday,Light_Load
27/05/2018 07:15,3.02,4.9,0,52.47,100,Weekend,Sunday,Light_Load
09/09/2018 08:45,8.53,7.56,0.79,74.84,99.57,Weekend,Sunday,Light_Load
01/11/2018 21:30,3.92,0,17.14,100,22.29,Weekday,Thursday,Medium_Load
06/01/2018 08:15,4.07,5.11,0,62.3,100,Weekend,Saturday,Light_Load
17/12/2018 20:45,4.46,0,21.46,100,20.35,Weekday,Monday,Medium_Load
17/11/2018 21:00,4.1,0,17.35,100,23,Weekend,Saturday,Medium_Load
22/10/2018 04:15,2.88,5.69,0,45.16,100,Weekday,Monday,Light_Load
27/04/2018 18:15,39.31,18.72,0.72,90.29,99.98,Weekday,Friday,Medium_Load
24/02/2018 04:30,5.87,4.43,0,79.82,100,Weekend,Saturday,Light_Load
31/05/2018 02:45,2.95,5.4,0,47.94,100,Weekday,Thursday,Light_Load
23/08/2018 08:45,59.47,51.62,0,75.52,100,Weekday,Thursday,Light_Load
07/01/2018 04:30,3.24,3.31,0,69.95,100,Weekend,Sunday,Light_Load
11/05/2018 23:30,3.49,3.53,0,70.31,100,Weekday,Friday,Light_Load
10/01/2018 02:30,4.54,4.43,0,71.57,100,Weekday,Wednesday,Light_Load
06/07/2018 10:00,78.12,34.38,0,91.53,100,Weekday,Friday,Medium_Load
30/01/2018 12:45,9.72,0,25.24,100,35.94,Weekday,Tuesday,Medium_Load
23/08/2018 17:00,53.57,32.62,0,85.41,100,Weekday,Thursday,Maximum_Load
30/03/2018 22:45,3.46,5.36,0,54.23,100,Weekday,Friday,Medium_Load
17/10/2018 18:15,32.4,16.24,0,89.4,100,Weekday,Wednesday,Medium_Load
07/05/2018 10:45,96.41,36,0,93.68,100,Weekday,Monday,Maximum_Load
29/03/2018 00:45,3.64,4.54,0,62.55,100,Weekday,Thursday,Light_Load
11/08/2018 02:00,2.92,5.11,0,49.61,100,Weekend,Saturday,Light_Load
21/11/2018 06:45,2.84,1.87,0.32,83.52,99.37,Weekday,Wednesday,Light_Load
21/10/2018 18:30,2.99,0,6.44,100,42.11,Weekend,Sunday,Light_Load
04/07/2018 20:45,53.21,20.27,0.04,93.45,100,Weekday,Wednesday,Medium_Load
16/11/2018 06:00,3.2,4.9,0,54.68,100,Weekday,Friday,Light_Load
06/11/2018 04:15,3.1,5.33,0,50.28,100,Weekday,Tuesday,Light_Load
15/11/2018 08:45,119.12,73.12,0,85.22,100,Weekday,Thursday,Light_Load
28/03/2018 07:30,3.74,3.74,0,70.71,100,Weekday,Wednesday,Light_Load
26/04/2018 14:15,44.78,15.62,0,94.42,100,Weekday,Thursday,Maximum_Load
25/09/2018 17:15,2.95,0,14.58,100,19.83,Weekday,Tuesday,Light_Load
13/02/2018 03:15,5.98,6.05,0,70.3,100,Weekday,Tuesday,Light_Load
26/06/2018 01:00,2.59,3.49,0,59.59,100,Weekday,Tuesday,Light_Load
03/03/2018 18:30,4.79,0,9.58,100,44.72,Weekend,Saturday,Medium_Load
28/12/2018 17:15,9.58,0,20.34,100,42.61,Weekday,Friday,Maximum_Load
13/05/2018 13:00,3.17,0,16.63,100,18.72,Weekend,Sunday,Light_Load
09/12/2018 16:45,3.31,0,13.86,100,23.23,Weekend,Sunday,Light_Load
10/12/2018 13:15,42.66,15.48,5.54,94,99.17,Weekday,Monday,Medium_Load
25/08/2018 23:30,3.17,3.74,0,64.66,100,Weekend,Saturday,Light_Load
20/02/2018 06:15,4.97,5.54,0,66.78,100,Weekday,Tuesday,Light_Load
02/02/2018 10:30,76,26.14,0,94.56,100,Weekday,Friday,Maximum_Load
30/03/2018 17:15,68,37.37,0,87.64,100,Weekday,Friday,Medium_Load
16/11/2018 05:00,3.1,5.11,0,51.87,100,Weekday,Friday,Light_Load
30/08/2018 02:15,2.66,4.82,0,48.32,100,Weekday,Thursday,Light_Load
04/07/2018 06:15,2.77,3.85,0,58.4,100,Weekday,Wednesday,Light_Load
15/10/2018 19:45,63.65,32.54,0,89.04,100,Weekday,Monday,Medium_Load
22/11/2018 06:00,3.1,2.59,0,76.74,100,Weekday,Thursday,Light_Load
26/05/2018 08:15,23.76,22.9,0,72,100,Weekend,Saturday,Light_Load
16/11/2018 15:30,105.84,47.99,0,91.08,100,Weekday,Friday,Medium_Load
03/10/2018 23:45,3.02,5.9,0,45.56,100,Weekday,Wednesday,Light_Load
23/02/2018 20:45,45.97,2.09,2.88,99.9,99.8,Weekday,Friday,Medium_Load
04/09/2018 09:45,55.58,33.41,0,85.71,100,Weekday,Tuesday,Medium_Load
03/08/2018 03:00,2.84,6.05,0,42.49,100,Weekday,Friday,Light_Load
10/11/2018 04:15,3.78,7.49,0,45.05,100,Weekend,Saturday,Light_Load
14/10/2018 11:45,2.95,0,10.04,100,28.19,Weekend,Sunday,Light_Load
06/03/2018 11:15,63.58,38.12,0,85.77,100,Weekday,Tuesday,Maximum_Load
20/06/2018 01:30,3.64,6.23,0,50.45,100,Weekday,Wednesday,Light_Load
06/12/2018 11:45,67.82,39.13,0,86.62,100,Weekday,Thursday,Maximum_Load
07/03/2018 18:00,84.35,14.87,0.94,98.48,99.99,Weekday,Wednesday,Medium_Load
07/07/2018 09:45,55.62,22,0,92.99,100,Weekend,Saturday,Medium_Load
31/03/2018 12:00,2.88,0,5.22,100,48.31,Weekend,Saturday,Light_Load
28/04/2018 21:45,3.42,0,26.53,100,12.79,Weekend,Saturday,Medium_Load
22/02/2018 11:45,84.46,51.16,0,85.53,100,Weekday,Thursday,Maximum_Load
04/12/2018 02:15,3.56,3.82,0,68.18,100,Weekday,Tuesday,Light_Load
06/02/2018 09:30,96.41,29.48,0,95.63,100,Weekday,Tuesday,Medium_Load
24/02/2018 08:15,35.64,22.07,0,85.02,100,Weekend,Saturday,Light_Load
03/11/2018 03:00,3.17,4.86,0,54.63,100,Weekend,Saturday,Light_Load
01/04/2018 12:00,2.88,0,4.86,100,50.98,Weekend,Sunday,Light_Load
19/01/2018 17:15,125.75,53.57,0,92,100,Weekday,Friday,Maximum_Load
29/09/2018 14:30,46.58,17.6,0,93.55,100,Weekend,Saturday,Maximum_Load
03/05/2018 20:15,62.35,31.54,0,89.23,100,Weekday,Thursday,Medium_Load
12/05/2018 13:15,17.28,0.07,14.72,100,76.12,Weekend,Saturday,Maximum_Load
03/10/2018 18:00,3.56,0,11.95,100,28.55,Weekday,Wednesday,Medium_Load
10/03/2018 02:00,3.1,2.59,0,76.74,100,Weekend,Saturday,Light_Load
04/08/2018 10:00,2.81,0,17.32,100,16.01,Weekend,Saturday,Light_Load
17/07/2018 19:30,55.48,17.21,0,95.51,100,Weekday,Tuesday,Medium_Load
12/05/2018 04:45,3.13,4.03,0,61.34,100,Weekend,Saturday,Light_Load
30/05/2018 16:15,115.78,37.19,0,95.21,100,Weekday,Wednesday,Maximum_Load
14/05/2018 20:15,67.54,37.51,0,87.42,100,Weekday,Monday,Medium_Load
06/04/2018 08:30,55.66,46.15,0,76.98,100,Weekday,Friday,Light_Load
18/02/2018 15:00,3.53,0,16.7,100,20.68,Weekend,Sunday,Light_Load
16/01/2018 18:30,93.53,67.36,0,81.15,100,Weekday,Tuesday,Maximum_Load
12/08/2018 18:45,2.88,0,10.15,100,27.3,Weekend,Sunday,Light_Load
24/07/2018 18:45,58.61,28.91,0,89.68,100,Weekday,Tuesday,Medium_Load
28/05/2018 15:30,63.18,31.72,0,89.37,100,Weekday,Monday,Maximum_Load
24/11/2018 03:15,3.64,3.24,0.04,74.7,99.99,Weekend,Saturday,Light_Load
24/10/2018 07:30,3.78,6.34,0,51.21,100,Weekday,Wednesday,Light_Load
31/07/2018 00:00,2.84,4.79,0,51,100,Weekday,Tuesday,Light_Load
29/12/2018 15:30,3.31,0,13.75,100,23.4,Weekend,Saturday,Light_Load
08/06/2018 18:45,52.49,23.33,0,91.38,100,Weekday,Friday,Medium_Load
24/04/2018 16:45,68.04,27.97,0,92.49,100,Weekday,Tuesday,Maximum_Load
18/01/2018 02:15,34.74,28.87,0,76.91,100,Weekday,Thursday,Light_Load
19/06/2018 20:00,43.31,17.68,0,92.58,100,Weekday,Tuesday,Medium_Load
06/05/2018 16:30,3.17,0,16.96,100,18.37,Weekend,Sunday,Light_Load
28/05/2018 17:30,42.62,7.09,1.94,98.64,99.9,Weekday,Monday,Medium_Load
19/06/2018 01:30,2.74,4.43,0,52.6,100,Weekday,Tuesday,Light_Load
12/12/2018 22:15,5.04,3.2,0.47,84.42,99.57,Weekday,Wednesday,Maximum_Load
15/09/2018 01:00,2.63,4.93,0,47.07,100,Weekend,Saturday,Light_Load
08/08/2018 12:15,7.24,1.3,9.54,98.43,60.45,Weekday,Wednesday,Medium_Load
10/03/2018 06:00,3.1,2.77,0,74.57,100,Weekend,Saturday,Light_Load
22/10/2018 03:00,3.46,6.3,0,48.14,100,Weekday,Monday,Light_Load
23/11/2018 01:30,3.6,2.45,0.4,82.67,99.39,Weekday,Friday,Light_Load
19/08/2018 07:45,2.59,4.54,0,49.55,100,Weekend,Sunday,Light_Load
23/12/2018 19:00,3.64,0,14.51,100,24.33,Weekend,Sunday,Light_Load
22/08/2018 10:00,61.74,33.59,0,87.84,100,Weekday,Wednesday,Medium_Load
05/09/2018 06:00,2.48,5.22,0,42.91,100,Weekday,Wednesday,Light_Load
14/09/2018 10:15,41.18,21.38,0,88.75,100,Weekday,Friday,Maximum_Load
07/08/2018 00:00,2.84,5.15,0,48.29,100,Weekday,Tuesday,Light_Load
28/05/2018 09:30,65.34,33.88,0,88.78,100,Weekday,Monday,Medium_Load
27/08/2018 08:45,50.54,50.51,0,70.73,100,Weekday,Monday,Light_Load
17/10/2018 21:30,3.92,0,18.32,100,20.92,Weekday,Wednesday,Medium_Load
03/07/2018 19:45,90.83,35.82,0,93.03,100,Weekday,Tuesday,Medium_Load
21/12/2018 15:00,68.04,34.45,0,89.22,100,Weekday,Friday,Medium_Load
06/03/2018 22:00,5.36,0,26.89,100,19.55,Weekday,Tuesday,Medium_Load
30/08/2018 21:00,24.44,4.68,4.86,98.22,98.08,Weekday,Thursday,Medium_Load
24/04/2018 20:45,63.83,11.16,0.25,98.51,100,Weekday,Tuesday,Medium_Load
14/10/2018 03:00,2.77,4.86,0,49.52,100,Weekend,Sunday,Light_Load
15/03/2018 20:45,73.94,27.25,0,93.83,100,Weekday,Thursday,Medium_Load
19/10/2018 08:00,4.57,7.2,0,53.59,100,Weekday,Friday,Light_Load
16/11/2018 21:30,4.36,0,16.92,100,24.95,Weekday,Friday,Medium_Load
14/11/2018 11:15,71.93,43.38,0,85.63,100,Weekday,Wednesday,Maximum_Load
31/08/2018 08:15,26.14,25.88,0,71.06,100,Weekday,Friday,Light_Load
29/11/2018 15:00,57.46,27.83,0,90,100,Weekday,Thursday,Medium_Load
30/03/2018 06:45,2.92,3.96,0,59.35,100,Weekday,Friday,Light_Load
21/11/2018 00:00,3.71,3.06,0,77.14,100,Weekday,Wednesday,Light_Load
03/05/2018 14:45,94.64,42.19,0,91.34,100,Weekday,Thursday,Maximum_Load
09/12/2018 12:00,3.89,0,18.04,100,21.08,Weekend,Sunday,Light_Load
27/02/2018 23:00,6.01,6.26,0,69.26,100,Weekday,Tuesday,Maximum_Load
18/04/2018 20:00,3.92,0,26.57,100,14.6,Weekday,Wednesday,Medium_Load
21/11/2018 17:30,115.49,49.97,0,91.78,100,Weekday,Wednesday,Maximum_Load
16/06/2018 18:45,3.67,0,11.2,100,31.14,Weekend,Saturday,Medium_Load
21/07/2018 14:00,31.86,14.11,0,91.43,100,Weekend,Saturday,Maximum_Load
06/09/2018 13:00,6.12,0,16.99,100,33.89,Weekday,Thursday,Medium_Load
20/02/2018 02:45,5.9,5.26,0,74.64,100,Weekday,Tuesday,Light_Load
31/12/2018 00:00,3.67,3.02,0.07,77.22,99.98,Weekday,Monday,Light_Load
25/05/2018 21:30,5.26,0,25.06,100,20.54,Weekday,Friday,Medium_Load
07/10/2018 16:15,2.66,0,11.95,100,21.73,Weekend,Sunday,Light_Load
05/08/2018 01:45,2.81,5.33,0,46.64,100,Weekend,Sunday,Light_Load
24/09/2018 01:30,2.63,5.47,0,43.33,100,Weekday,Monday,Light_Load
06/05/2018 23:15,3.06,3.92,0,61.53,100,Weekend,Sunday,Light_Load
19/03/2018 21:45,4.21,0,25.81,100,16.1,Weekday,Monday,Medium_Load
24/10/2018 18:45,3.92,0,17.17,100,22.26,Weekday,Wednesday,Medium_Load
03/05/2018 15:30,83.99,30.71,0,93.92,100,Weekday,Thursday,Maximum_Load
24/08/2018 19:45,56.7,29.23,0,88.88,100,Weekday,Friday,Medium_Load
13/12/2018 21:00,20.16,1.01,13,99.87,84.04,Weekday,Thursday,Medium_Load
21/05/2018 12:15,4.32,0.11,13,99.97,31.54,Weekday,Monday,Medium_Load
08/03/2018 21:45,5.47,0,26.96,100,19.88,Weekday,Thursday,Medium_Load
04/08/2018 21:00,2.95,0,16.74,100,17.36,Weekend,Saturday,Light_Load
03/03/2018 13:15,21.92,0.94,9.94,99.91,91.07,Weekend,Saturday,Maximum_Load
24/06/2018 20:30,3.02,0,17.1,100,17.39,Weekend,Sunday,Medium_Load
11/07/2018 17:30,39.38,3.74,1.12,99.55,99.96,Weekday,Wednesday,Medium_Load
02/12/2018 12:00,4.03,0,16.2,100,24.14,Weekend,Sunday,Light_Load
09/12/2018 09:15,4.03,0,20.95,100,18.89,Weekend,Sunday,Light_Load
11/05/2018 02:45,3.67,3.85,0,69,100,Weekday,Friday,Light_Load
04/03/2018 12:45,3.82,0,23.58,100,15.99,Weekend,Sunday,Light_Load
21/08/2018 13:30,48.02,22.68,0,90.42,100,Weekday,Tuesday,Maximum_Load
09/12/2018 17:45,3.64,0,16.99,100,20.95,Weekend,Sunday,Light_Load
15/02/2018 21:30,3.35,0,17.6,100,18.7,Weekday,Thursday,Light_Load
12/12/2018 07:45,5.83,3.13,0.22,88.11,99.93,Weekday,Wednesday,Light_Load
01/06/2018 05:30,3.64,6.34,0,49.79,100,Weekday,Friday,Light_Load
06/10/2018 16:45,103.03,40.03,0,93.21,100,Weekend,Saturday,Maximum_Load
01/10/2018 02:45,2.63,5.04,0,46.26,100,Weekday,Monday,Light_Load
22/10/2018 23:30,4.32,7.16,0,51.66,100,Weekday,Monday,Light_Load
21/09/2018 23:30,3.2,5.65,0,49.28,100,Weekday,Friday,Light_Load
26/04/2018 19:45,89.06,43.78,0,89.74,100,Weekday,Thursday,Medium_Load
11/12/2018 01:00,4.21,3.53,0.07,76.63,99.99,Weekday,Tuesday,Light_Load
14/10/2018 08:15,2.7,4.82,0,48.87,100,Weekend,Sunday,Light_Load
29/01/2018 14:15,124.52,47.12,0,93.53,100,Weekday,Monday,Medium_Load
03/06/2018 22:30,2.92,5.44,0,47.29,100,Weekend,Sunday,Light_Load
09/06/2018 03:30,3.38,5.69,0,51.07,100,Weekend,Saturday,Light_Load
14/10/2018 00:30,2.74,4.54,0,51.67,100,Weekend,Sunday,Light_Load
15/08/2018 00:00,2.81,5.94,0,42.76,100,Weekday,Wednesday,Light_Load
19/01/2018 09:00,71.64,32,0,91.31,100,Weekday,Friday,Light_Load
20/08/2018 12:45,5.47,0,19.48,100,27.03,Weekday,Monday,Medium_Load
18/07/2018 00:30,2.74,0,5.4,100,45.25,Weekday,Wednesday,Light_Load
17/12/2018 10:00,50.08,15.3,0,95.64,100,Weekday,Monday,Medium_Load
10/02/2018 22:30,3.71,3.31,0,74.62,100,Weekend,Saturday,Light_Load
13/09/2018 16:15,122.87,63.07,0,88.96,100,Weekday,Thursday,Maximum_Load
27/03/2018 08:30,42.12,37.66,0,74.55,100,Weekday,Tuesday,Light_Load
10/06/2018 12:30,3.71,0,16.31,100,22.18,Weekend,Sunday,Light_Load
24/11/2018 11:30,3.24,0,13.82,100,22.83,Weekend,Saturday,Light_Load
17/11/2018 14:45,100.01,48.1,0,90.12,100,Weekend,Saturday,Medium_Load
16/06/2018 06:00,2.92,5.8,0,44.97,100,Weekend,Saturday,Light_Load
03/09/2018 17:30,88.74,34.49,0,93.21,100,Weekday,Monday,Medium_Load
08/10/2018 10:15,72.54,47.41,0,83.71,100,Weekday,Monday,Maximum_Load
07/09/2018 18:00,29.02,6.08,0.97,97.87,99.94,Weekday,Friday,Medium_Load
10/04/2018 01:00,3.56,4.28,0,63.95,100,Weekday,Tuesday,Light_Load
11/08/2018 13:45,95.65,33.08,0,94.51,100,Weekend,Saturday,Maximum_Load
22/09/2018 10:30,3.24,0,10.19,100,30.3,Weekend,Saturday,Light_Load
14/05/2018 22:45,3.56,4.1,0,65.56,100,Weekday,Monday,Medium_Load
30/05/2018 13:00,4.86,0,25.13,100,18.99,Weekday,Wednesday,Medium_Load
24/03/2018 05:30,3.13,3.92,0,62.4,100,Weekend,Saturday,Light_Load
19/06/2018 13:45,43.81,16.27,0,93.74,100,Weekday,Tuesday,Maximum_Load
21/09/2018 00:30,2.92,5.04,0,50.13,100,Weekday,Friday,Light_Load
27/11/2018 04:00,3.74,2.77,0,80.36,100,Weekday,Tuesday,Light_Load
09/06/2018 00:15,3.46,4.68,0,59.45,100,Weekend,Saturday,Light_Load
24/04/2018 01:45,3.2,4.57,0,57.36,100,Weekday,Tuesday,Light_Load
27/08/2018 12:45,25.27,0.04,4.39,100,98.52,Weekday,Monday,Medium_Load
10/03/2018 08:45,7.67,6.01,0.36,78.71,99.89,Weekend,Saturday,Light_Load
23/10/2018 11:15,54,33.16,0,85.22,100,Weekday,Tuesday,Maximum_Load
10/04/2018 05:30,2.88,2.7,0,72.95,100,Weekday,Tuesday,Light_Load
19/02/2018 20:00,100.98,33.84,0,94.82,100,Weekday,Monday,Maximum_Load
02/09/2018 15:15,44.82,24.8,0,87.5,100,Weekend,Sunday,Maximum_Load
06/12/2018 16:15,62.28,26.6,0,91.96,100,Weekday,Thursday,Medium_Load
30/09/2018 23:00,2.59,4.79,0,47.56,100,Weekend,Sunday,Light_Load
09/04/2018 17:30,69.3,34.02,0.58,89.77,100,Weekday,Monday,Medium_Load
08/05/2018 10:30,102.82,43.38,0,92.14,100,Weekday,Tuesday,Maximum_Load
22/11/2018 08:00,6.3,2.41,0.07,93.4,99.99,Weekday,Thursday,Light_Load
01/12/2018 12:30,3.71,0,13.68,100,26.17,Weekend,Saturday,Medium_Load
14/09/2018 16:30,111.78,56.16,0,89.36,100,Weekday,Friday,Maximum_Load
28/04/2018 03:00,3.24,2.99,0,73.49,100,Weekend,Saturday,Light_Load
23/09/2018 06:00,2.56,5.04,0,45.29,100,Weekend,Sunday,Light_Load
11/05/2018 12:00,54.79,40.28,0,80.57,100,Weekday,Friday,Maximum_Load
10/02/2018 19:15,4.79,0,26.75,100,17.63,Weekend,Saturday,Light_Load
01/11/2018 07:00,3.17,3.82,0,63.86,100,Weekday,Thursday,Light_Load
02/08/2018 18:30,2.88,0,4.25,100,56.1,Weekday,Thursday,Light_Load
12/01/2018 21:00,36.9,0.61,6.34,99.99,98.56,Weekday,Friday,Medium_Load
24/10/2018 11:30,59.36,39.96,0,82.95,100,Weekday,Wednesday,Maximum_Load
30/09/2018 14:15,2.74,0,11.81,100,22.6,Weekend,Sunday,Light_Load
04/08/2018 22:00,3.53,0,15.59,100,22.08,Weekend,Saturday,Light_Load
15/10/2018 19:00,98.93,41.76,0,92.13,100,Weekday,Monday,Medium_Load
18/08/2018 02:45,2.7,4.46,0,51.79,100,Weekend,Saturday,Light_Load
27/03/2018 19:30,37.26,3.6,0.18,99.54,100,Weekday,Tuesday,Medium_Load
14/06/2018 02:00,2.84,4.21,0,55.92,100,Weekday,Thursday,Light_Load
23/02/2018 13:00,7.96,0.04,25.67,100,29.62,Weekday,Friday,Medium_Load
12/10/2018 22:30,3.56,6.23,0,49.61,100,Weekday,Friday,Medium_Load
09/12/2018 05:30,3.74,3.13,0.14,76.69,99.93,Weekend,Sunday,Light_Load
30/05/2018 08:00,5.51,6.7,0,63.52,100,Weekday,Wednesday,Light_Load
29/11/2018 13:00,6.34,0,21.2,100,28.65,Weekday,Thursday,Medium_Load
07/11/2018 05:15,3.06,4.97,0,52.43,100,Weekday,Wednesday,Light_Load
28/02/2018 00:45,6.05,6.08,0,70.54,100,Weekday,Wednesday,Light_Load
09/11/2018 10:30,56.81,25.06,0,91.49,100,Weekday,Friday,Maximum_Load
16/09/2018 17:00,2.84,0,11.63,100,23.72,Weekend,Sunday,Light_Load
10/05/2018 19:45,62.82,27.36,0,91.68,100,Weekday,Thursday,Medium_Load
26/03/2018 22:00,4.25,0,25.85,100,16.22,Weekday,Monday,Medium_Load
13/05/2018 21:45,3.17,0,16.92,100,18.41,Weekend,Sunday,Light_Load
03/08/2018 20:15,2.99,0,16.52,100,17.81,Weekday,Friday,Light_Load
