DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-06-12 03:15:00,3PZuoBAID5Wc2HD,0,0,0,7.19619e+06
2020-06-13 18:45:00,z9Y9gH1T5YWrNuG,0,0,8363,7.22523e+06
2020-06-09 07:15:00,VHMLBKoKgIrUVDU,2872.38,281.9,165.625,7.39486e+06
2020-05-15 15:45:00,McdE0feGgRqW7Ca,5024,492.4,5780.71,7.16474e+06
2020-05-26 04:00:00,YxYtjZvoooNbGkE,0,0,0,7.26146e+06
2020-05-19 11:15:00,sjndEbLyjtCKgGv,7425.86,726.386,2359.14,7.04476e+06
2020-05-28 09:15:00,McdE0feGgRqW7Ca,9006.29,881.114,1304.43,7.25769e+06
2020-05-28 02:45:00,McdE0feGgRqW7Ca,0,0,0,7.25639e+06
2020-06-15 03:15:00,sjndEbLyjtCKgGv,0,0,0,7.24281e+06
2020-05-31 08:45:00,zVJPv84UY57bAof,7239.62,708.625,563.25,7.23654e+06
2020-06-15 10:45:00,iCRJl6heRkivqQ3,11262.9,1099.46,2713.57,7.40994e+06
2020-05-25 21:45:00,1BY6WEcLGh8j5v7,0,0,8268,6.33621e+06
2020-06-16 07:15:00,uHbuxQJl8lW7ozc,2371,232.463,107.25,7.27485e+06
2020-06-10 06:00:00,McdE0feGgRqW7Ca,100.625,9.7,0.875,7.35502e+06
2020-05-23 00:45:00,VHMLBKoKgIrUVDU,0,0,0,7.26372e+06
2020-06-11 04:00:00,ZoEaEvLYb1n2sOq,0,0,0,7.29607e+06
2020-05-29 15:15:00,rGa61gmuvPhdLxV,7329.25,717.625,7083,7.2219e+06
2020-05-18 07:15:00,adLQvlD726eNBSB,2786,273.357,133,6.29244e+06
2020-05-21 15:15:00,ih0vzX44oOqAx2f,5485.25,537.675,6805.38,6.23275e+06
2020-06-05 20:30:00,1BY6WEcLGh8j5v7,0,0,7162,6.41254e+06
2020-06-07 03:30:00,zBIq5rxdHJRwDNY,0,0,0,6.50673e+06
2020-06-07 04:00:00,pkci93gMrogZuBj,0,0,0,7.33792e+06
2020-06-01 03:15:00,rGa61gmuvPhdLxV,0,0,0,7.23633e+06
2020-05-27 11:00:00,VHMLBKoKgIrUVDU,8034.12,785.525,2684.38,7.3003e+06
2020-06-01 14:30:00,pkci93gMrogZuBj,5180.86,507.9,4894.86,7.29969e+06
2020-05-18 07:30:00,rGa61gmuvPhdLxV,3490.29,342.857,207.571,7.13174e+06
2020-05-30 04:45:00,7JYdWkrLSPkdwr4,0,0,0,7.71484e+06
2020-05-19 21:00:00,wCURE6d3bPkepu2,0,0,6956,6.81535e+06
2020-05-31 22:15:00,zVJPv84UY57bAof,0,0,6047,7.24202e+06
2020-06-03 05:30:00,WRmjgnKYAwPKWDb,0,0,0,7.16692e+06
2020-05-25 15:30:00,zVJPv84UY57bAof,7894.86,772.786,8039,7.19684e+06
2020-06-07 18:15:00,uHbuxQJl8lW7ozc,314.714,30.4429,8288.86,7.21714e+06
2020-06-17 16:15:00,iCRJl6heRkivqQ3,3519.29,345.714,5693.57,7.426e+06
2020-05-27 15:30:00,WRmjgnKYAwPKWDb,7771.38,760.675,5812.12,7.12369e+06
2020-06-13 11:00:00,sjndEbLyjtCKgGv,11604.4,1132.09,2851.12,7.22995e+06
2020-05-15 11:45:00,zBIq5rxdHJRwDNY,6566.12,643.1,2611.62,6.34199e+06
2020-05-15 21:15:00,ZnxXDlPa8U1GXgE,0,0,0,6.52848e+06
2020-05-21 13:15:00,ZnxXDlPa8U1GXgE,13269.7,1293.8,5198.5,6.56924e+06
2020-06-02 20:30:00,wCURE6d3bPkepu2,0,0,7525,6.92287e+06
2020-06-09 14:30:00,McdE0feGgRqW7Ca,9175.12,896.825,6305.25,7.35309e+06
2020-06-11 00:00:00,bvBOhCH3iADSZry,0,0,0,6.49921e+06
2020-06-15 06:45:00,ZnxXDlPa8U1GXgE,1482,144.65,53.75,6.7518e+06
2020-05-30 10:45:00,YxYtjZvoooNbGkE,5344.5,523.85,1509,7.29401e+06
2020-05-19 07:15:00,VHMLBKoKgIrUVDU,2711.12,266.012,119.125,7.23267e+06
2020-05-23 17:30:00,WRmjgnKYAwPKWDb,1981.12,194.2,8323.62,7.09292e+06
2020-05-25 16:30:00,1BY6WEcLGh8j5v7,1868.43,182.871,8127.71,6.33607e+06
2020-05-20 08:45:00,zVJPv84UY57bAof,6897.62,675.587,854.75,7.14919e+06
2020-06-15 17:15:00,adLQvlD726eNBSB,2320.75,227.55,6799.62,6.51189e+06
2020-06-14 16:15:00,sjndEbLyjtCKgGv,4213.29,413.7,6991.57,7.2425e+06
2020-06-16 02:15:00,7JYdWkrLSPkdwr4,0,0,0,7.8348e+06
2020-05-15 09:30:00,zBIq5rxdHJRwDNY,3741.88,367.462,1034.5,6.34041e+06
2020-06-02 04:45:00,VHMLBKoKgIrUVDU,0,0,0,7.34031e+06
2020-05-21 07:45:00,rGa61gmuvPhdLxV,3203.6,314.76,302.2,7.15294e+06
2020-05-30 21:30:00,7JYdWkrLSPkdwr4,0,0,7143,7.72198e+06
2020-05-17 11:30:00,sjndEbLyjtCKgGv,12412.7,1210.67,3351.14,7.03296e+06
2020-05-29 23:00:00,VHMLBKoKgIrUVDU,0,0,8172,7.32106e+06
2020-05-26 01:00:00,rGa61gmuvPhdLxV,0,0,0,7.1921e+06
2020-05-28 15:45:00,VHMLBKoKgIrUVDU,5835,571.7,7836.71,7.31221e+06
2020-06-11 14:45:00,3PZuoBAID5Wc2HD,5857.12,573.975,4386.75,7.19486e+06
2020-05-26 03:30:00,7JYdWkrLSPkdwr4,0,0,0,7.68402e+06
2020-06-13 00:15:00,adLQvlD726eNBSB,0,0,0,6.48872e+06
2020-05-30 15:00:00,pkci93gMrogZuBj,9737.29,952.2,5814,7.28735e+06
2020-05-16 09:15:00,3PZuoBAID5Wc2HD,5961.38,584.15,1070,6.9951e+06
2020-06-01 09:30:00,3PZuoBAID5Wc2HD,6396,626.538,1509.5,7.11681e+06
2020-06-09 08:15:00,VHMLBKoKgIrUVDU,6553.5,641.975,550.375,7.39525e+06
2020-06-06 21:15:00,sjndEbLyjtCKgGv,0,0,0,7.18566e+06
2020-06-08 18:30:00,pkci93gMrogZuBj,130.25,12.575,8343,7.35448e+06
2020-05-23 16:30:00,VHMLBKoKgIrUVDU,5539.75,543.013,8161.38,7.27188e+06
2020-06-15 17:00:00,zVJPv84UY57bAof,2840.71,278.914,6644.86,7.35092e+06
2020-05-20 11:00:00,wCURE6d3bPkepu2,11715.9,1142.9,2985.5,6.81833e+06
2020-05-15 21:30:00,wCURE6d3bPkepu2,0,0,6329,6.78893e+06
2020-06-10 00:00:00,wCURE6d3bPkepu2,0,0,0,6.97598e+06
2020-06-07 13:15:00,zBIq5rxdHJRwDNY,12720.3,1240.23,5193.86,6.51192e+06
2020-05-28 04:30:00,zVJPv84UY57bAof,0,0,0,7.21208e+06
2020-06-15 14:00:00,3PZuoBAID5Wc2HD,4190.86,411.543,5083,7.22331e+06
2020-05-22 22:00:00,WRmjgnKYAwPKWDb,0,0,7237,7.0846e+06
2020-05-27 05:45:00,iCRJl6heRkivqQ3,0,0,0,7.268e+06
2020-05-28 10:00:00,pkci93gMrogZuBj,9731.29,951.486,1954,7.26694e+06
2020-06-10 02:45:00,WRmjgnKYAwPKWDb,0,0,0,7.22098e+06
2020-05-21 08:00:00,zBIq5rxdHJRwDNY,4822.2,472.82,298.4,6.38122e+06
2020-06-14 16:30:00,ih0vzX44oOqAx2f,2868.75,281.663,6938.75,6.40746e+06
2020-06-14 22:45:00,ZnxXDlPa8U1GXgE,0,0,7404,6.75175e+06
2020-05-27 07:00:00,sjndEbLyjtCKgGv,1892.12,185.463,90.375,7.10598e+06
2020-05-29 22:30:00,sjndEbLyjtCKgGv,0,0,0,7.12903e+06
2020-06-15 18:30:00,7JYdWkrLSPkdwr4,15.25,1.475,6641,7.8348e+06
2020-05-28 12:30:00,VHMLBKoKgIrUVDU,11344.3,1106.94,4965.43,7.30934e+06
2020-05-24 21:30:00,1IF53ai7Xc0U56Y,0,0,8273,6.25748e+06
2020-05-22 22:45:00,1IF53ai7Xc0U56Y,0,0,7287,6.24053e+06
2020-05-30 06:45:00,ZoEaEvLYb1n2sOq,1183,115.029,38.1429,7.20964e+06
2020-05-22 08:45:00,1BY6WEcLGh8j5v7,3656.43,359.243,724.286,6.30631e+06
2020-06-02 04:45:00,1BY6WEcLGh8j5v7,0,0,0,6.38344e+06
2020-05-30 11:45:00,sjndEbLyjtCKgGv,8529.43,834.214,2300.43,7.13133e+06
2020-06-16 07:45:00,z9Y9gH1T5YWrNuG,3485.12,342.262,243.625,7.23943e+06
2020-05-17 23:30:00,adLQvlD726eNBSB,0,0,7867,6.29231e+06
2020-05-18 15:15:00,wCURE6d3bPkepu2,8128.62,795.55,4360.12,6.80736e+06
2020-06-14 04:15:00,1BY6WEcLGh8j5v7,0,0,0,6.46366e+06
2020-06-09 23:00:00,1BY6WEcLGh8j5v7,0,0,7456,6.43907e+06
2020-06-09 19:15:00,z9Y9gH1T5YWrNuG,0,0,7629,7.19905e+06
2020-05-18 20:45:00,ZnxXDlPa8U1GXgE,0,0,5424,6.54816e+06
2020-06-13 14:30:00,rGa61gmuvPhdLxV,9310.62,910.087,6637,7.32892e+06
2020-06-17 02:15:00,z9Y9gH1T5YWrNuG,0,0,0,7.24538e+06
2020-06-10 03:15:00,bvBOhCH3iADSZry,0,0,0,6.49335e+06
2020-05-22 01:15:00,VHMLBKoKgIrUVDU,0,0,0,7.25636e+06
2020-06-05 22:15:00,7JYdWkrLSPkdwr4,0,0,0,7.76414e+06
2020-06-07 03:45:00,ih0vzX44oOqAx2f,0,0,0,6.35067e+06
2020-05-24 19:45:00,ZnxXDlPa8U1GXgE,0,0,8028,6.59576e+06
2020-06-16 23:30:00,bvBOhCH3iADSZry,0,0,5757,6.53355e+06
2020-06-05 15:45:00,wCURE6d3bPkepu2,8552.88,836.8,6641.75,6.94566e+06
2020-05-20 09:00:00,adLQvlD726eNBSB,8305.57,812.829,1122.29,6.30564e+06
2020-06-08 08:00:00,ih0vzX44oOqAx2f,4033.12,396.175,355.375,6.35905e+06
2020-05-22 03:00:00,pkci93gMrogZuBj,0,0,0,7.21798e+06
2020-06-13 08:45:00,1BY6WEcLGh8j5v7,6928.75,678.625,837.875,6.45652e+06
2020-06-05 17:15:00,7JYdWkrLSPkdwr4,3764.25,369.637,7294,7.76392e+06
2020-06-06 23:00:00,zBIq5rxdHJRwDNY,0,0,0,6.50673e+06
2020-06-02 12:30:00,adLQvlD726eNBSB,8756.12,856.288,3849.25,6.41068e+06
2020-06-13 13:45:00,1BY6WEcLGh8j5v7,6757.71,661.714,5614.29,6.46129e+06
2020-06-12 10:00:00,ZnxXDlPa8U1GXgE,5884.5,576.625,1055.38,6.73096e+06
2020-05-27 05:45:00,1IF53ai7Xc0U56Y,0,0,0,6.27464e+06
2020-06-07 13:00:00,zVJPv84UY57bAof,12688.5,1237.11,4939.12,7.29047e+06
2020-06-02 03:45:00,sjndEbLyjtCKgGv,0,0,0,7.14801e+06
2020-05-31 11:00:00,pkci93gMrogZuBj,11849.9,1156.21,2397.62,7.29127e+06
2020-06-03 04:30:00,uHbuxQJl8lW7ozc,0,0,0,7.1784e+06
2020-05-19 15:15:00,7JYdWkrLSPkdwr4,6051.71,593.014,5838.57,7.63421e+06
2020-05-30 07:15:00,z9Y9gH1T5YWrNuG,2186,214.314,122.143,7.12058e+06
2020-06-01 12:15:00,YxYtjZvoooNbGkE,7261,710.457,3792,7.30953e+06
2020-06-03 00:45:00,rGa61gmuvPhdLxV,0,0,0,7.24933e+06
2020-05-31 20:00:00,iCRJl6heRkivqQ3,0,0,5969,7.30457e+06
2020-06-16 08:45:00,zVJPv84UY57bAof,5816.43,570,735.857,7.35184e+06
2020-05-20 05:30:00,iCRJl6heRkivqQ3,0,0,0,7.21072e+06
2020-06-14 20:45:00,ZnxXDlPa8U1GXgE,0,0,7404,6.75175e+06
2020-06-10 08:00:00,rGa61gmuvPhdLxV,4375.57,429.486,399.857,7.3046e+06
2020-05-23 10:45:00,wCURE6d3bPkepu2,8335.5,814.9,2528.5,6.84175e+06
2020-05-25 16:45:00,uHbuxQJl8lW7ozc,1346.12,131,8729.25,7.12058e+06
2020-06-14 17:00:00,bvBOhCH3iADSZry,1626.88,159.312,3850.12,6.52149e+06
2020-06-17 23:00:00,pkci93gMrogZuBj,0,0,5952,7.41543e+06
2020-06-11 07:15:00,WRmjgnKYAwPKWDb,1208.25,117.5,57.25,7.22742e+06
2020-06-15 14:45:00,pkci93gMrogZuBj,7302.43,714.886,5573.29,7.402e+06
2020-05-21 16:30:00,ih0vzX44oOqAx2f,4292.86,421.414,7406.86,6.23335e+06
2020-06-17 04:45:00,iCRJl6heRkivqQ3,0,0,0,7.42031e+06
2020-06-10 10:15:00,1BY6WEcLGh8j5v7,6561.71,642.786,1591.71,6.44066e+06
2020-06-16 19:45:00,bvBOhCH3iADSZry,0,0,5757,6.53355e+06
2020-06-04 14:45:00,1IF53ai7Xc0U56Y,10267.4,1002.79,6269.14,6.33893e+06
2020-05-24 08:45:00,sjndEbLyjtCKgGv,4841.38,474.988,806.125,7.08226e+06
2020-05-24 01:30:00,uHbuxQJl8lW7ozc,0,0,0,7.10375e+06
2020-06-04 06:00:00,iCRJl6heRkivqQ3,48.1429,4.65714,0,7.3257e+06
2020-06-07 01:15:00,VHMLBKoKgIrUVDU,0,0,0,7.37799e+06
2020-06-10 15:30:00,YxYtjZvoooNbGkE,4724.71,463.6,5685,7.37895e+06
2020-06-04 22:45:00,iCRJl6heRkivqQ3,0,0,0,7.334e+06
2020-05-22 16:45:00,YxYtjZvoooNbGkE,1950,191.162,6951.25,7.23599e+06
2020-06-09 18:00:00,sjndEbLyjtCKgGv,867.143,84.1571,8147.43,7.20907e+06
2020-06-12 05:30:00,YxYtjZvoooNbGkE,0,0,0,7.38528e+06
2020-05-18 22:45:00,sjndEbLyjtCKgGv,0,0,5351,7.0424e+06
2020-05-31 18:45:00,1BY6WEcLGh8j5v7,0,0,5803,6.37793e+06
2020-05-25 10:00:00,ZnxXDlPa8U1GXgE,10733,1049.01,1937.88,6.59769e+06
2020-06-10 13:15:00,wCURE6d3bPkepu2,7833.75,766.263,4288.88,6.98027e+06
2020-05-25 13:15:00,ih0vzX44oOqAx2f,11737.7,1144.43,5093,6.26159e+06
2020-05-17 20:00:00,pkci93gMrogZuBj,0,0,7397,7.18905e+06
2020-05-15 12:30:00,uHbuxQJl8lW7ozc,8398,821.2,3270.57,7.04195e+06
2020-06-12 13:45:00,ZnxXDlPa8U1GXgE,9648.75,943.587,4037.88,6.73394e+06
2020-06-04 18:00:00,sjndEbLyjtCKgGv,921.429,89.4714,8206.86,7.1715e+06
2020-05-26 10:45:00,7JYdWkrLSPkdwr4,11801,1151.28,2813.25,7.68683e+06
2020-06-04 05:00:00,iCRJl6heRkivqQ3,0,0,0,7.3257e+06
2020-05-31 18:30:00,z9Y9gH1T5YWrNuG,24.5,2.3625,6300,7.1339e+06
2020-06-02 10:15:00,uHbuxQJl8lW7ozc,6763.12,662.312,2150.62,7.17309e+06
2020-06-04 18:30:00,rGa61gmuvPhdLxV,46.25,4.45,8212,7.26535e+06
2020-05-28 16:30:00,VHMLBKoKgIrUVDU,4097.62,401.675,8162.88,7.31254e+06
2020-06-17 05:45:00,zVJPv84UY57bAof,0,0,0,7.35736e+06
2020-06-05 02:00:00,YxYtjZvoooNbGkE,0,0,0,7.33489e+06
2020-06-01 10:15:00,iCRJl6heRkivqQ3,9235.75,902.45,1955.25,7.30652e+06
2020-06-07 20:45:00,YxYtjZvoooNbGkE,0,0,8155,7.35697e+06
2020-06-11 11:15:00,WRmjgnKYAwPKWDb,7782.86,761.871,1700,7.22907e+06
2020-05-25 16:30:00,zBIq5rxdHJRwDNY,1932.57,189.186,8296.71,6.42005e+06
2020-05-23 08:15:00,7JYdWkrLSPkdwr4,6818.57,667.7,464.286,7.65923e+06
2020-05-22 16:30:00,iCRJl6heRkivqQ3,2250.25,220.637,6964.12,7.23441e+06
2020-05-25 20:30:00,wCURE6d3bPkepu2,0,0,8859,6.86465e+06
2020-05-27 10:15:00,WRmjgnKYAwPKWDb,5927.12,580.65,2082.62,7.11996e+06
2020-06-11 03:45:00,1BY6WEcLGh8j5v7,0,0,0,6.44498e+06
2020-06-06 11:45:00,rGa61gmuvPhdLxV,5380.88,526.425,3230.25,7.27632e+06
2020-05-15 02:30:00,bvBOhCH3iADSZry,0,0,0,6.3168e+06
2020-06-15 04:15:00,uHbuxQJl8lW7ozc,0,0,0,7.26784e+06
2020-05-21 10:15:00,ih0vzX44oOqAx2f,5802.71,568.486,1974.86,6.22792e+06
2020-05-17 14:30:00,WRmjgnKYAwPKWDb,5169.38,506.512,6058.75,7.04749e+06
2020-06-11 13:45:00,iCRJl6heRkivqQ3,6617.25,648.188,3533.75,7.38331e+06
2020-05-25 21:30:00,rGa61gmuvPhdLxV,0,0,8807,7.1921e+06
2020-05-25 00:00:00,zBIq5rxdHJRwDNY,0,0,909.625,6.41176e+06
2020-06-10 16:00:00,ZnxXDlPa8U1GXgE,4201.57,412.643,5890.43,6.72366e+06
2020-06-10 05:45:00,adLQvlD726eNBSB,0,0,0,6.47028e+06
2020-05-21 11:30:00,WRmjgnKYAwPKWDb,11656,1137.33,3376.57,7.0731e+06
2020-06-04 21:15:00,bvBOhCH3iADSZry,0,0,7462,6.46019e+06
2020-05-25 12:15:00,pkci93gMrogZuBj,12587.6,1227.3,4467.43,7.24617e+06
2020-06-05 04:30:00,bvBOhCH3iADSZry,0,0,0,6.46019e+06
2020-06-15 14:00:00,bvBOhCH3iADSZry,3896.38,382.863,4620.38,6.52622e+06
2020-05-31 06:15:00,ZoEaEvLYb1n2sOq,458.375,44.3375,6.875,7.21685e+06
2020-05-27 15:00:00,YxYtjZvoooNbGkE,4398.14,431.829,5547,7.27488e+06
2020-05-30 03:45:00,3PZuoBAID5Wc2HD,0,0,0,7.10219e+06
2020-06-14 20:15:00,YxYtjZvoooNbGkE,0,0,7263,7.4067e+06
2020-06-06 19:45:00,1BY6WEcLGh8j5v7,0,0,5940,6.41848e+06
2020-06-12 19:15:00,sjndEbLyjtCKgGv,0,0,5847,7.2271e+06
2020-05-22 19:45:00,1BY6WEcLGh8j5v7,0,0,6848,6.31244e+06
2020-06-07 19:30:00,z9Y9gH1T5YWrNuG,0,0,6342,7.18363e+06
2020-05-28 10:00:00,7JYdWkrLSPkdwr4,10414.1,1017.96,2009.62,7.70056e+06
2020-05-30 08:30:00,McdE0feGgRqW7Ca,3607.12,354.562,483.625,7.2737e+06
2020-05-17 02:30:00,zBIq5rxdHJRwDNY,0,0,0,6.35215e+06
2020-05-30 19:30:00,ZnxXDlPa8U1GXgE,0,0,7317,6.64338e+06
2020-06-17 11:15:00,McdE0feGgRqW7Ca,8201.14,802.671,2149.29,7.40474e+06
2020-05-29 14:00:00,rGa61gmuvPhdLxV,6619.43,648.414,6057.29,7.22087e+06
2020-06-07 03:30:00,7JYdWkrLSPkdwr4,0,0,0,7.77046e+06
2020-05-23 09:30:00,WRmjgnKYAwPKWDb,9069.5,887.2,1493.38,7.08609e+06
2020-06-09 01:30:00,7JYdWkrLSPkdwr4,0,0,0,7.78679e+06
2020-05-24 22:15:00,rGa61gmuvPhdLxV,0,0,8002,7.1833e+06
2020-06-13 05:00:00,VHMLBKoKgIrUVDU,0,0,0,7.42091e+06
2020-06-11 00:45:00,ZnxXDlPa8U1GXgE,0,0,0,6.72421e+06
2020-06-11 16:45:00,YxYtjZvoooNbGkE,3137,308.071,5365.57,7.38505e+06
2020-05-30 03:30:00,z9Y9gH1T5YWrNuG,0,0,0,7.12046e+06
2020-05-27 23:15:00,7JYdWkrLSPkdwr4,0,0,6638,7.69855e+06
2020-06-13 09:15:00,7JYdWkrLSPkdwr4,9493.62,928.462,1319.88,7.81374e+06
2020-06-01 20:15:00,1BY6WEcLGh8j5v7,0,0,5508,6.38344e+06
2020-06-17 19:45:00,zVJPv84UY57bAof,0,0,5910,7.36327e+06
2020-05-15 01:00:00,McdE0feGgRqW7Ca,0,0,0,7.15896e+06
2020-06-15 07:45:00,z9Y9gH1T5YWrNuG,3683,361.571,260.571,7.23273e+06
2020-05-15 06:15:00,z9Y9gH1T5YWrNuG,312.714,30.1857,3.42857,7.00787e+06
2020-06-05 17:00:00,z9Y9gH1T5YWrNuG,4219.38,413.75,7398.75,7.17066e+06
2020-05-25 14:30:00,McdE0feGgRqW7Ca,10213,998.343,7262.57,7.23995e+06
2020-06-04 12:45:00,zBIq5rxdHJRwDNY,8205.5,802.237,4326.38,6.48867e+06
2020-06-03 16:45:00,ih0vzX44oOqAx2f,3893.88,382.1,7330.88,6.32864e+06
2020-06-04 23:15:00,McdE0feGgRqW7Ca,0,0,0,7.31676e+06
2020-05-31 16:15:00,iCRJl6heRkivqQ3,2179.57,213.657,5676.86,7.30427e+06
2020-06-16 01:30:00,ZoEaEvLYb1n2sOq,0,0,0,7.32969e+06
2020-06-07 14:15:00,wCURE6d3bPkepu2,10590.4,1033.95,4435.25,6.95753e+06
2020-06-16 08:30:00,3PZuoBAID5Wc2HD,6262.43,613.471,615.429,7.22566e+06
2020-06-17 05:45:00,zBIq5rxdHJRwDNY,0,0,0,6.57755e+06
2020-06-01 14:00:00,zVJPv84UY57bAof,2950.71,288.986,4964.86,7.24699e+06
2020-06-10 11:00:00,1BY6WEcLGh8j5v7,4566.5,447.975,2036.5,6.44111e+06
2020-05-25 03:15:00,1IF53ai7Xc0U56Y,0,0,0,6.25748e+06
2020-06-07 03:30:00,McdE0feGgRqW7Ca,0,0,0,7.33116e+06
2020-06-12 12:30:00,zBIq5rxdHJRwDNY,7135.25,698.725,3015.62,6.54657e+06
2020-06-03 14:45:00,z9Y9gH1T5YWrNuG,9851.38,962.663,6097.38,7.15337e+06
2020-05-19 10:45:00,7JYdWkrLSPkdwr4,7851,768.186,1873,7.63024e+06
2020-05-22 05:30:00,uHbuxQJl8lW7ozc,0,0,0,7.08798e+06
2020-05-18 19:30:00,3PZuoBAID5Wc2HD,0,0,5435,7.01392e+06
2020-06-09 07:00:00,McdE0feGgRqW7Ca,2221,217.743,95.7143,7.34688e+06
2020-05-29 22:15:00,iCRJl6heRkivqQ3,0,0,0,7.29125e+06
2020-05-24 15:30:00,ZnxXDlPa8U1GXgE,3859.71,378.671,7220.71,6.59495e+06
2020-06-07 20:45:00,zBIq5rxdHJRwDNY,0,0,8183,6.51491e+06
2020-06-01 02:00:00,sjndEbLyjtCKgGv,0,0,0,7.14224e+06
2020-06-13 16:45:00,ZoEaEvLYb1n2sOq,2153.71,211.043,8193.43,7.31558e+06
2020-05-31 15:30:00,3PZuoBAID5Wc2HD,3342.57,328.529,5303.57,7.11479e+06
2020-06-13 21:30:00,ih0vzX44oOqAx2f,0,0,8255,6.40052e+06
2020-06-10 19:45:00,McdE0feGgRqW7Ca,0,0,6606,7.36162e+06
2020-06-14 04:30:00,adLQvlD726eNBSB,0,0,0,6.4975e+06
2020-05-26 05:00:00,rGa61gmuvPhdLxV,0,0,0,7.1921e+06
2020-06-03 18:45:00,3PZuoBAID5Wc2HD,0,0,7874,7.13649e+06
2020-05-31 16:45:00,YxYtjZvoooNbGkE,1813.38,177.75,5772.12,7.30554e+06
2020-06-16 05:00:00,zBIq5rxdHJRwDNY,0,0,0,6.57183e+06
2020-06-04 10:00:00,YxYtjZvoooNbGkE,8104.62,792.337,1592.88,7.32835e+06
2020-05-25 15:30:00,1BY6WEcLGh8j5v7,8066.43,789.529,7544.71,6.33548e+06
2020-05-19 11:00:00,ih0vzX44oOqAx2f,10343.1,1009.73,2071.57,6.21256e+06
2020-05-18 02:30:00,iCRJl6heRkivqQ3,0,0,0,7.19837e+06
2020-06-02 13:30:00,wCURE6d3bPkepu2,10834.7,1058.26,4996,6.92034e+06
2020-05-25 02:45:00,7JYdWkrLSPkdwr4,0,0,0,7.67524e+06
2020-06-04 06:00:00,ih0vzX44oOqAx2f,78.125,7.525,0.75,6.32901e+06
2020-05-24 01:45:00,1BY6WEcLGh8j5v7,0,0,0,6.3204e+06
2020-05-31 22:30:00,uHbuxQJl8lW7ozc,0,0,6081,7.16535e+06
2020-05-20 22:45:00,1IF53ai7Xc0U56Y,0,0,8997,6.22543e+06
2020-06-01 10:15:00,ZoEaEvLYb1n2sOq,9376.12,916.675,1950,7.22459e+06
2020-05-18 07:45:00,1BY6WEcLGh8j5v7,1606.57,157.057,253.429,6.2789e+06
2020-05-15 03:15:00,VHMLBKoKgIrUVDU,0,0,0,7.20641e+06
2020-06-06 20:45:00,wCURE6d3bPkepu2,0,0,0,6.95309e+06
2020-06-07 12:30:00,1BY6WEcLGh8j5v7,0,0,3634,6.42212e+06
2020-05-29 16:15:00,VHMLBKoKgIrUVDU,6219.5,609.337,7705.75,7.32059e+06
2020-05-30 13:00:00,rGa61gmuvPhdLxV,9507,929.65,3674.5,7.22675e+06
2020-06-12 19:00:00,YxYtjZvoooNbGkE,0,0,5780,7.39106e+06
2020-06-01 12:15:00,iCRJl6heRkivqQ3,9067.43,885.714,3768.71,7.30834e+06
2020-05-25 11:30:00,uHbuxQJl8lW7ozc,12262,1195.54,3593.38,7.11545e+06
2020-06-17 10:00:00,3PZuoBAID5Wc2HD,6346.29,621.729,1302.43,7.23268e+06
2020-05-27 01:00:00,uHbuxQJl8lW7ozc,0,0,0,7.12854e+06
2020-05-28 09:30:00,rGa61gmuvPhdLxV,9397.86,919.2,1482.86,7.20803e+06
2020-06-02 04:00:00,1BY6WEcLGh8j5v7,0,0,0,6.38344e+06
2020-05-27 05:00:00,ZnxXDlPa8U1GXgE,0,0,0,6.61265e+06
2020-05-31 05:45:00,pkci93gMrogZuBj,0,0,0,7.28888e+06
2020-05-26 08:15:00,bvBOhCH3iADSZry,5507.12,539.763,509.5,6.39285e+06
2020-06-17 02:00:00,zVJPv84UY57bAof,0,0,0,7.35736e+06
2020-05-24 13:45:00,McdE0feGgRqW7Ca,11971.1,1167.17,5813.14,7.23045e+06
2020-05-20 11:15:00,1BY6WEcLGh8j5v7,11327.1,1106.59,3088.43,6.29319e+06
2020-05-29 09:15:00,ih0vzX44oOqAx2f,8691.43,850.371,996.286,6.28817e+06
2020-06-13 04:45:00,7JYdWkrLSPkdwr4,0,0,0,7.81242e+06
2020-06-07 10:15:00,adLQvlD726eNBSB,7913.57,774.629,1705.14,6.44674e+06
2020-05-27 11:15:00,zVJPv84UY57bAof,11079.7,1081.11,2741.43,7.20812e+06
2020-05-18 11:15:00,1BY6WEcLGh8j5v7,6454.75,632.325,1092.62,6.27974e+06
2020-05-21 07:45:00,wCURE6d3bPkepu2,3253,319.6,304,6.82455e+06
2020-06-03 10:45:00,z9Y9gH1T5YWrNuG,10924.9,1067.37,1969.86,7.14924e+06
2020-05-19 02:30:00,1BY6WEcLGh8j5v7,0,0,0,6.28365e+06
2020-05-27 04:30:00,VHMLBKoKgIrUVDU,0,0,0,7.29762e+06
2020-05-27 01:30:00,ZnxXDlPa8U1GXgE,0,0,0,6.61265e+06
2020-06-06 03:45:00,YxYtjZvoooNbGkE,0,0,0,7.34249e+06
2020-06-12 00:30:00,bvBOhCH3iADSZry,0,0,0,6.50441e+06
2020-05-24 11:00:00,adLQvlD726eNBSB,10582,1033.11,2832.25,6.34057e+06
2020-05-23 07:30:00,z9Y9gH1T5YWrNuG,3208.5,315.4,147.875,7.06437e+06
2020-06-07 12:45:00,1BY6WEcLGh8j5v7,0,0,3634,6.42212e+06
2020-05-26 11:15:00,z9Y9gH1T5YWrNuG,6268.14,614.143,3321.71,7.09276e+06
