Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
2023-09-10 00:00:00,12,13,Solar,253,Sunday,September,Fall,8323
2023-04-20 00:00:00,0,1,Wind,110,Thursday,April,Spring,8926
2021-03-24 00:00:00,4,5,Wind,83,Wednesday,March,Spring,1493
2022-11-19 00:00:00,12,13,Solar,323,Saturday,November,Fall,5271
2024-12-05 00:00:00,10,11,Wind,340,Thursday,December,Winter,16407
2025-04-22 00:00:00,3,4,Wind,112,Tuesday,April,Spring,2038
2021-09-14 00:00:00,19,20,Wind,257,Tuesday,September,Fall,1986
2020-11-23 00:00:00,3,4,Wind,328,Monday,November,Fall,245
2023-02-03 00:00:00,16,17,Wind,34,Friday,February,Winter,7659
2023-11-02 00:00:00,4,5,Wind,306,Thursday,November,Fall,15164
2025-05-29 00:00:00,14,15,Solar,149,Thursday,May,Spring,5853
2020-01-12 00:00:00,12,13,Wind,12,Sunday,January,Winter,9137
2021-08-28 00:00:00,20,21,Wind,240,Saturday,August,Summer,4826
2023-12-11 00:00:00,0,1,Wind,345,Monday,December,Winter,13562
2021-08-20 00:00:00,20,21,Wind,232,Friday,August,Summer,525
2024-02-14 00:00:00,9,10,Wind,45,Wednesday,February,Winter,10647
2022-11-09 00:00:00,17,18,Wind,313,Wednesday,November,Fall,4408
2020-10-13 00:00:00,9,10,Wind,287,Tuesday,October,Fall,4332
2023-09-25 00:00:00,21,22,Wind,268,Monday,September,Fall,525
2024-10-08 00:00:00,7,8,Wind,282,Tuesday,October,Fall,10208
2021-08-16 00:00:00,2,3,Wind,228,Monday,August,Summer,4074
2022-04-25 00:00:00,9,10,Wind,115,Monday,April,Spring,4334
2025-06-05 00:00:00,22,23,Wind,156,Thursday,June,Summer,12352
2023-05-30 00:00:00,12,13,Solar,150,Tuesday,May,Spring,13676
2020-08-22 00:00:00,3,4,Wind,235,Saturday,August,Summer,4955
2021-12-09 00:00:00,16,17,Wind,343,Thursday,December,Winter,5379
2020-01-25 00:00:00,12,13,Solar,25,Saturday,January,Winter,2654
2023-05-16 00:00:00,1,2,Wind,136,Tuesday,May,Spring,7661
2023-10-28 00:00:00,11,12,Wind,301,Saturday,October,Fall,16187
2021-06-19 00:00:00,0,1,Wind,170,Saturday,June,Summer,3276
2023-02-14 00:00:00,15,16,Solar,45,Tuesday,February,Winter,5164
2022-03-21 00:00:00,10,11,Solar,80,Monday,March,Spring,6419
2023-09-22 00:00:00,21,22,Wind,265,Friday,September,Fall,5871
2021-10-17 00:00:00,1,2,Wind,290,Sunday,October,Fall,1752
2024-07-29 00:00:00,4,5,Wind,211,Monday,July,Summer,5316
2024-02-09 00:00:00,4,5,Wind,40,Friday,February,Winter,16307
2022-03-17 00:00:00,13,14,Wind,76,Thursday,March,Spring,5469
2022-04-02 00:00:00,19,20,Wind,92,Saturday,April,Spring,7493
2022-09-25 00:00:00,7,8,Wind,268,Sunday,September,Fall,2772
2025-09-26 00:00:00,18,19,Solar,269,Friday,September,Fall,1324
2024-10-28 00:00:00,0,1,Wind,302,Monday,October,Fall,477
2023-01-21 00:00:00,4,5,Wind,21,Saturday,January,Winter,7168
2024-10-23 00:00:00,18,19,Wind,297,Wednesday,October,Fall,2844
2020-06-27 00:00:00,22,23,Wind,179,Saturday,June,Summer,4430
2020-07-29 00:00:00,20,21,Wind,211,Wednesday,July,Summer,708
2022-07-09 00:00:00,9,10,Solar,190,Saturday,July,Summer,4215
2021-12-31 00:00:00,4,5,Wind,365,Friday,December,Winter,5884
2025-03-01 00:00:00,10,11,Wind,60,Saturday,March,Spring,12156
2021-02-16 00:00:00,23,0,Wind,47,Tuesday,February,Winter,9342
2022-01-13 00:00:00,7,8,Wind,13,Thursday,January,Winter,2614
2024-02-14 00:00:00,20,21,Wind,45,Wednesday,February,Winter,7478
2024-11-09 00:00:00,2,3,Wind,314,Saturday,November,Fall,1560
2020-03-02 00:00:00,2,3,Wind,62,Monday,March,Spring,8017
2020-06-18 00:00:00,19,20,Wind,170,Thursday,June,Summer,3276
2021-09-08 00:00:00,18,19,Wind,251,Wednesday,September,Fall,3479
2022-04-16 00:00:00,8,9,Wind,106,Saturday,April,Spring,5476
2024-01-26 00:00:00,18,19,Wind,26,Friday,January,Winter,3375
2020-09-05 00:00:00,15,16,Solar,249,Saturday,September,Fall,5374
2021-11-28 00:00:00,6,7,Wind,332,Sunday,November,Fall,9221
2021-12-13 00:00:00,12,13,Solar,347,Monday,December,Winter,3477
2024-04-07 00:00:00,19,20,Wind,98,Sunday,April,Spring,6864
2023-10-23 00:00:00,7,8,Wind,296,Monday,October,Fall,7522
2021-10-26 00:00:00,19,20,Wind,299,Tuesday,October,Fall,3013
2020-04-25 00:00:00,10,11,Solar,116,Saturday,April,Spring,3420
2022-12-10 00:00:00,7,8,Wind,344,Saturday,December,Winter,1455
2022-09-07 00:00:00,21,22,Wind,250,Wednesday,September,Fall,3796
2022-09-10 00:00:00,23,0,Wind,253,Saturday,September,Fall,1212
2023-01-31 00:00:00,9,10,Wind,31,Tuesday,January,Winter,4810
2025-05-24 00:00:00,22,23,Wind,144,Saturday,May,Spring,6806
2022-10-18 00:00:00,12,13,Solar,291,Tuesday,October,Fall,5685
2023-11-08 00:00:00,13,14,Wind,312,Wednesday,November,Fall,18274
2020-11-18 00:00:00,17,18,Wind,323,Wednesday,November,Fall,6191
2020-12-07 00:00:00,10,11,Wind,342,Monday,December,Winter,1923
2024-03-30 00:00:00,17,18,Wind,90,Saturday,March,Spring,6296
2023-05-13 00:00:00,9,10,Wind,133,Saturday,May,Spring,6102
2022-12-19 00:00:00,15,16,Wind,353,Monday,December,Winter,13925
2022-05-27 00:00:00,12,13,Solar,147,Friday,May,Spring,6760
2022-04-18 00:00:00,13,14,Solar,108,Monday,April,Spring,5569
2023-02-07 00:00:00,4,5,Wind,38,Tuesday,February,Winter,8388
2022-06-13 00:00:00,4,5,Wind,164,Monday,June,Summer,3562
2022-05-20 00:00:00,9,10,Wind,140,Friday,May,Spring,5745
2025-08-31 00:00:00,8,9,Wind,243,Sunday,August,Summer,4739
2024-07-16 00:00:00,8,9,Wind,198,Tuesday,July,Summer,9494
2025-06-22 00:00:00,22,23,Wind,173,Sunday,June,Summer,2524
2023-12-06 00:00:00,21,22,Wind,340,Wednesday,December,Winter,2268
2025-08-29 00:00:00,12,13,Wind,241,Friday,August,Summer,16980
2022-05-24 00:00:00,18,19,Wind,144,Tuesday,May,Spring,4509
2023-09-10 00:00:00,23,0,Wind,253,Sunday,September,Fall,2891
2025-04-14 00:00:00,15,16,Solar,104,Monday,April,Spring,8284
2025-02-14 00:00:00,12,13,Solar,45,Friday,February,Winter,9622
2025-05-24 00:00:00,1,2,Wind,144,Saturday,May,Spring,2417
2022-07-19 00:00:00,10,11,Solar,200,Tuesday,July,Summer,6985
2023-11-30 00:00:00,23,0,Wind,334,Thursday,November,Fall,1459
2025-02-03 00:00:00,0,1,Wind,34,Monday,February,Winter,1663
2020-07-02 00:00:00,17,18,Wind,184,Thursday,July,Summer,6989
2025-03-29 00:00:00,15,16,Wind,88,Saturday,March,Spring,12588
2025-10-20 00:00:00,21,22,Wind,293,Monday,October,Fall,17019
2020-07-11 00:00:00,8,9,Wind,193,Saturday,July,Summer,2387
2021-08-13 00:00:00,10,11,Solar,225,Friday,August,Summer,3071
2025-05-13 00:00:00,19,20,Wind,133,Tuesday,May,Spring,3028
2022-05-28 00:00:00,7,8,Wind,148,Saturday,May,Spring,3736
2024-05-25 00:00:00,19,20,Solar,146,Saturday,May,Spring,2497
2024-03-01 00:00:00,16,17,Wind,61,Friday,March,Spring,15488
2025-02-01 00:00:00,12,13,Solar,32,Saturday,February,Winter,6265
2020-01-29 00:00:00,11,12,Wind,29,Wednesday,January,Winter,8656
2025-06-24 00:00:00,6,7,Wind,175,Tuesday,June,Summer,2381
2024-07-25 00:00:00,19,20,Wind,207,Thursday,July,Summer,3757
2021-12-12 00:00:00,15,16,Wind,346,Sunday,December,Winter,3406
2023-07-30 00:00:00,10,11,Wind,211,Sunday,July,Summer,10162
2021-08-10 00:00:00,12,13,Solar,222,Tuesday,August,Summer,5674
2023-04-19 00:00:00,6,7,Wind,109,Wednesday,April,Spring,6801
2025-09-12 00:00:00,21,22,Wind,255,Friday,September,Fall,6028
2023-03-14 00:00:00,13,14,Wind,73,Tuesday,March,Spring,20075
2022-08-19 00:00:00,13,14,Solar,231,Friday,August,Summer,8025
2021-08-28 00:00:00,16,17,Wind,240,Saturday,August,Summer,9387
2022-03-03 00:00:00,12,13,Solar,62,Thursday,March,Spring,4140
2020-02-19 00:00:00,12,13,Wind,50,Wednesday,February,Winter,8496
2022-03-09 00:00:00,22,23,Wind,68,Wednesday,March,Spring,6290
2023-08-25 00:00:00,10,11,Wind,237,Friday,August,Summer,7231
2023-08-26 00:00:00,18,19,Wind,238,Saturday,August,Summer,3633
2025-01-05 00:00:00,2,3,Wind,5,Sunday,January,Winter,11792
2023-06-15 00:00:00,17,18,Solar,166,Thursday,June,Summer,6607
2022-06-22 00:00:00,10,11,Solar,173,Wednesday,June,Summer,4827
2021-07-28 00:00:00,12,13,Wind,209,Wednesday,July,Summer,8959
2022-08-09 00:00:00,2,3,Wind,221,Tuesday,August,Summer,6809
2021-09-19 00:00:00,0,1,Wind,262,Sunday,September,Fall,3579
2022-06-05 00:00:00,22,23,Wind,156,Sunday,June,Summer,3284
2021-05-17 00:00:00,1,2,Wind,137,Monday,May,Spring,10855
2024-01-06 00:00:00,22,23,Wind,6,Saturday,January,Winter,7362
2025-06-22 00:00:00,8,9,Wind,173,Sunday,June,Summer,4620
2021-05-24 00:00:00,15,16,Wind,144,Monday,May,Spring,13322
2021-12-16 00:00:00,4,5,Wind,350,Thursday,December,Winter,1969
2021-09-09 00:00:00,14,15,Wind,252,Thursday,September,Fall,5286
2020-11-28 00:00:00,23,0,Wind,333,Saturday,November,Fall,4754
2020-06-05 00:00:00,15,16,Wind,157,Friday,June,Summer,14071
2024-11-15 00:00:00,16,17,Wind,320,Friday,November,Fall,1821
2024-09-13 00:00:00,16,17,Solar,257,Friday,September,Fall,10679
2022-07-19 00:00:00,17,18,Wind,200,Tuesday,July,Summer,8845
2021-06-17 00:00:00,2,3,Wind,168,Thursday,June,Summer,4974
2022-02-22 00:00:00,21,22,Wind,53,Tuesday,February,Winter,8837
2024-01-17 00:00:00,20,21,Wind,17,Wednesday,January,Winter,7330
2022-04-08 00:00:00,2,3,Wind,98,Friday,April,Spring,7881
2022-10-30 00:00:00,18,19,Wind,303,Sunday,October,Fall,1624
2023-07-09 00:00:00,9,10,Solar,190,Sunday,July,Summer,4410
2020-06-02 00:00:00,11,12,Solar,154,Tuesday,June,Summer,3384
2025-07-21 00:00:00,4,5,Wind,202,Monday,July,Summer,10394
2024-10-18 00:00:00,18,19,Wind,292,Friday,October,Fall,2532
2022-09-02 00:00:00,22,23,Wind,245,Friday,September,Fall,1024
2023-05-27 00:00:00,14,15,Solar,147,Saturday,May,Spring,5976
2020-03-15 00:00:00,8,9,Wind,75,Sunday,March,Spring,5982
2024-10-23 00:00:00,9,10,Wind,297,Wednesday,October,Fall,3405
2020-12-25 00:00:00,9,10,Wind,360,Friday,December,Winter,6570
2025-03-12 00:00:00,21,22,Wind,71,Wednesday,March,Spring,2248
2023-03-03 00:00:00,21,22,Wind,62,Friday,March,Spring,5856
2022-10-10 00:00:00,22,23,Wind,283,Monday,October,Fall,2564
2020-06-24 00:00:00,8,9,Wind,176,Wednesday,June,Summer,3766
2020-10-26 00:00:00,2,3,Wind,300,Monday,October,Fall,5700
2022-01-10 00:00:00,21,22,Wind,10,Monday,January,Winter,2603
2024-09-03 00:00:00,2,3,Wind,247,Tuesday,September,Fall,513
2021-02-03 00:00:00,7,8,Wind,34,Wednesday,February,Winter,9834
2020-10-05 00:00:00,6,7,Wind,279,Monday,October,Fall,9314
2021-08-18 00:00:00,18,19,Wind,230,Wednesday,August,Summer,3918
2021-07-08 00:00:00,3,4,Wind,189,Thursday,July,Summer,1458
2022-08-20 00:00:00,12,13,Solar,232,Saturday,August,Summer,6090
2023-02-24 00:00:00,13,14,Solar,55,Friday,February,Winter,6198
2025-07-05 00:00:00,9,10,Solar,186,Saturday,July,Summer,6839
2024-01-21 00:00:00,2,3,Wind,21,Sunday,January,Winter,11855
2021-02-27 00:00:00,23,0,Wind,58,Saturday,February,Winter,8380
2024-10-13 00:00:00,5,6,Wind,287,Sunday,October,Fall,2418
2022-06-20 00:00:00,3,4,Wind,171,Monday,June,Summer,4084
2023-12-03 00:00:00,5,6,Wind,337,Sunday,December,Winter,6861
2021-08-04 00:00:00,14,15,Solar,216,Wednesday,August,Summer,3337
2020-07-07 00:00:00,9,10,Solar,189,Tuesday,July,Summer,3236
2023-10-10 00:00:00,15,16,Solar,283,Tuesday,October,Fall,6674
2020-02-11 00:00:00,2,3,Wind,42,Tuesday,February,Winter,12337
2021-07-02 00:00:00,13,14,Solar,183,Friday,July,Summer,4836
2024-08-27 00:00:00,0,1,Wind,240,Tuesday,August,Summer,2350
2022-07-18 00:00:00,19,20,Wind,199,Monday,July,Summer,3281
2025-10-08 00:00:00,18,19,Wind,281,Wednesday,October,Fall,2375
2023-12-06 00:00:00,1,2,Wind,340,Wednesday,December,Winter,3323
2024-09-30 00:00:00,9,10,Wind,274,Monday,September,Fall,15849
2022-05-05 00:00:00,1,2,Wind,125,Thursday,May,Spring,2097
2020-04-17 00:00:00,18,19,Wind,108,Friday,April,Spring,2983
2020-09-29 00:00:00,12,13,Solar,273,Tuesday,September,Fall,3747
2023-03-29 00:00:00,17,18,Wind,88,Wednesday,March,Spring,9807
2025-02-26 00:00:00,5,6,Wind,57,Wednesday,February,Winter,7888
2025-02-01 00:00:00,23,0,Wind,32,Saturday,February,Winter,3977
2025-04-30 00:00:00,6,7,Wind,120,Wednesday,April,Spring,3827
2021-04-23 00:00:00,3,4,Wind,113,Friday,April,Spring,6116
2022-07-11 00:00:00,22,23,Wind,192,Monday,July,Summer,3652
2020-06-26 00:00:00,6,7,Wind,178,Friday,June,Summer,3199
2025-08-02 00:00:00,7,8,Wind,214,Saturday,August,Summer,4482
2025-05-11 00:00:00,17,18,Wind,131,Sunday,May,Spring,4090
2021-11-16 00:00:00,18,19,Wind,320,Tuesday,November,Fall,1101
2021-04-20 00:00:00,19,20,Wind,110,Tuesday,April,Spring,1160
2022-03-24 00:00:00,14,15,Solar,83,Thursday,March,Spring,6833
2020-12-09 00:00:00,7,8,Wind,344,Wednesday,December,Winter,2764
2020-02-21 00:00:00,10,11,Wind,52,Friday,February,Winter,5295
2025-04-05 00:00:00,21,22,Wind,95,Saturday,April,Spring,8059
2024-09-06 00:00:00,0,1,Wind,250,Friday,September,Fall,764
2025-04-05 00:00:00,4,5,Wind,95,Saturday,April,Spring,7492
2025-07-13 00:00:00,0,1,Wind,194,Sunday,July,Summer,4224
2024-03-09 00:00:00,21,22,Wind,69,Saturday,March,Spring,5774
2023-04-07 00:00:00,19,20,Wind,97,Friday,April,Spring,3276
2022-08-02 00:00:00,12,13,Solar,214,Tuesday,August,Summer,6726
2022-06-17 00:00:00,14,15,Solar,168,Friday,June,Summer,6767
2020-08-14 00:00:00,14,15,Solar,227,Friday,August,Summer,4993
2024-12-03 00:00:00,20,21,Wind,338,Tuesday,December,Winter,1073
2024-10-13 00:00:00,22,23,Wind,287,Sunday,October,Fall,2745
2023-08-29 00:00:00,0,1,Wind,241,Tuesday,August,Summer,2934
2023-02-22 00:00:00,4,5,Wind,53,Wednesday,February,Winter,3066
2021-09-08 00:00:00,5,6,Wind,251,Wednesday,September,Fall,5438
2022-05-05 00:00:00,10,11,Solar,125,Thursday,May,Spring,4537
2022-11-04 00:00:00,7,8,Wind,308,Friday,November,Fall,6522
2021-07-16 00:00:00,23,0,Wind,197,Friday,July,Summer,3250
2022-07-23 00:00:00,7,8,Wind,204,Saturday,July,Summer,1348
2025-03-18 00:00:00,15,16,Wind,77,Tuesday,March,Spring,14023
2023-09-21 00:00:00,22,23,Wind,264,Thursday,September,Fall,6683
2023-04-24 00:00:00,9,10,Wind,114,Monday,April,Spring,7316
2021-09-03 00:00:00,7,8,Wind,246,Friday,September,Fall,2116
2023-09-02 00:00:00,23,0,Wind,245,Saturday,September,Fall,4684
2021-10-20 00:00:00,6,7,Wind,293,Wednesday,October,Fall,10876
2021-03-12 00:00:00,23,0,Wind,71,Friday,March,Spring,13614
2025-10-03 00:00:00,6,7,Wind,276,Friday,October,Fall,5127
2023-09-19 00:00:00,23,0,Wind,262,Tuesday,September,Fall,6877
2020-02-17 00:00:00,1,2,Wind,48,Monday,February,Winter,8444
2022-10-17 00:00:00,6,7,Wind,290,Monday,October,Fall,7788
2022-01-05 00:00:00,3,4,Wind,5,Wednesday,January,Winter,7616
2025-07-17 00:00:00,9,10,Solar,198,Thursday,July,Summer,5531
2021-09-22 00:00:00,18,19,Wind,265,Wednesday,September,Fall,2088
2025-06-20 00:00:00,11,12,Solar,171,Friday,June,Summer,10259
2022-02-18 00:00:00,15,16,Wind,49,Friday,February,Winter,14791
2022-04-03 00:00:00,22,23,Wind,93,Sunday,April,Spring,1510
2020-10-16 00:00:00,18,19,Wind,290,Friday,October,Fall,1636
2022-10-06 00:00:00,5,6,Wind,279,Thursday,October,Fall,2090
2020-04-28 00:00:00,23,0,Wind,119,Tuesday,April,Spring,4946
2023-03-13 00:00:00,23,0,Wind,72,Monday,March,Spring,15758
2020-05-26 00:00:00,21,22,Wind,147,Tuesday,May,Spring,4408
2022-09-29 00:00:00,6,7,Wind,272,Thursday,September,Fall,1419
2025-06-29 00:00:00,4,5,Wind,180,Sunday,June,Summer,2696
2025-06-26 00:00:00,12,13,Wind,177,Thursday,June,Summer,14264
2020-05-26 00:00:00,18,19,Wind,147,Tuesday,May,Spring,6277
2021-09-07 00:00:00,17,18,Wind,250,Tuesday,September,Fall,6012
2020-10-16 00:00:00,5,6,Wind,290,Friday,October,Fall,3142
2025-06-20 00:00:00,22,23,Wind,171,Friday,June,Summer,4161
2020-12-02 00:00:00,14,15,Wind,337,Wednesday,December,Winter,2577
2020-04-03 00:00:00,13,14,Solar,94,Friday,April,Spring,5002
2023-06-19 00:00:00,12,13,Solar,170,Monday,June,Summer,6321
2022-07-14 00:00:00,21,22,Wind,195,Thursday,July,Summer,5239
2021-03-17 00:00:00,21,22,Wind,76,Wednesday,March,Spring,5437
2022-12-08 00:00:00,3,4,Wind,342,Thursday,December,Winter,1242
2020-12-12 00:00:00,19,20,Wind,347,Saturday,December,Winter,6484
2022-09-15 00:00:00,18,19,Wind,258,Thursday,September,Fall,3250
2023-11-19 00:00:00,6,7,Wind,323,Sunday,November,Fall,11720
2024-03-08 00:00:00,11,12,Wind,68,Friday,March,Spring,10265
2025-11-13 00:00:00,18,19,Wind,317,Thursday,November,Fall,10591
2020-03-22 00:00:00,21,22,Wind,82,Sunday,March,Spring,9593
2024-05-22 00:00:00,1,2,Wind,143,Wednesday,May,Spring,4611
2022-07-25 00:00:00,23,0,Wind,206,Monday,July,Summer,5596
2023-01-01 00:00:00,1,2,Wind,1,Sunday,January,Winter,11283
2020-12-11 00:00:00,1,2,Wind,346,Friday,December,Winter,6767
2023-07-01 00:00:00,5,6,Wind,182,Saturday,July,Summer,7440
2021-05-03 00:00:00,4,5,Wind,123,Monday,May,Spring,657
2020-08-27 00:00:00,15,16,Wind,240,Thursday,August,Summer,7459
2023-12-27 00:00:00,12,13,Wind,361,Wednesday,December,Winter,13912
2024-04-11 00:00:00,17,18,Solar,102,Thursday,April,Spring,5597
2021-10-01 00:00:00,22,23,Wind,274,Friday,October,Fall,4034
2025-09-23 00:00:00,12,13,Wind,266,Tuesday,September,Fall,12969
2021-03-19 00:00:00,20,21,Wind,78,Friday,March,Spring,7181
2020-12-27 00:00:00,19,20,Wind,362,Sunday,December,Winter,8326
2021-05-10 00:00:00,18,19,Wind,130,Monday,May,Spring,4506
2020-11-03 00:00:00,5,6,Wind,308,Tuesday,November,Fall,3252
2024-11-03 00:00:00,22,23,Wind,308,Sunday,November,Fall,2791
2021-05-09 00:00:00,4,5,Wind,129,Sunday,May,Spring,8251
2025-06-10 00:00:00,9,10,Solar,161,Tuesday,June,Summer,7037
2024-03-06 00:00:00,22,23,Wind,66,Wednesday,March,Spring,2314
2020-11-03 00:00:00,11,12,Wind,308,Tuesday,November,Fall,7836
2021-09-18 00:00:00,7,8,Wind,261,Saturday,September,Fall,1755
2020-05-04 00:00:00,19,20,Wind,125,Monday,May,Spring,4587
2022-02-14 00:00:00,18,19,Wind,45,Monday,February,Winter,6618
2020-10-18 00:00:00,18,19,Wind,292,Sunday,October,Fall,522
2020-11-11 00:00:00,6,7,Wind,316,Wednesday,November,Fall,733
2024-05-13 00:00:00,20,21,Wind,134,Monday,May,Spring,3925
2025-01-14 00:00:00,23,0,Wind,14,Tuesday,January,Winter,2984
2022-08-26 00:00:00,17,18,Solar,238,Friday,August,Summer,5462
2020-06-26 00:00:00,18,19,Wind,178,Friday,June,Summer,3680
2025-04-24 00:00:00,21,22,Wind,114,Thursday,April,Spring,4076
2025-11-24 00:00:00,22,23,Wind,328,Monday,November,Fall,9801
2023-07-13 00:00:00,5,6,Wind,194,Thursday,July,Summer,2155
2021-08-28 00:00:00,6,7,Wind,240,Saturday,August,Summer,3722
2025-09-23 00:00:00,15,16,Wind,266,Tuesday,September,Fall,12917
2022-09-16 00:00:00,10,11,Solar,259,Friday,September,Fall,4975
2022-03-10 00:00:00,17,18,Wind,69,Thursday,March,Spring,4799
2025-06-07 00:00:00,8,9,Wind,158,Saturday,June,Summer,9072
2025-07-25 00:00:00,4,5,Wind,206,Friday,July,Summer,2111
2020-12-14 00:00:00,13,14,Wind,349,Monday,December,Winter,6019
2021-04-21 00:00:00,20,21,Wind,111,Wednesday,April,Spring,5054
2022-10-19 00:00:00,21,22,Wind,292,Wednesday,October,Fall,7426
2025-04-13 00:00:00,13,14,Wind,103,Sunday,April,Spring,4783
2025-11-07 00:00:00,0,1,Wind,311,Friday,November,Fall,2662
2024-08-20 00:00:00,7,8,Wind,233,Tuesday,August,Summer,3600
2024-07-30 00:00:00,21,22,Wind,212,Tuesday,July,Summer,2502
2023-03-07 00:00:00,22,23,Wind,66,Tuesday,March,Spring,6916
2020-12-13 00:00:00,3,4,Wind,348,Sunday,December,Winter,4008
2023-03-17 00:00:00,13,14,Wind,76,Friday,March,Spring,12263
2023-09-11 00:00:00,4,5,Wind,254,Monday,September,Fall,1317
2023-03-12 00:00:00,1,2,Wind,71,Sunday,March,Spring,6082
2020-10-14 00:00:00,18,19,Wind,288,Wednesday,October,Fall,5325
2025-11-06 00:00:00,12,13,Wind,310,Thursday,November,Fall,6278
2024-04-26 00:00:00,16,17,Solar,117,Friday,April,Spring,5775
2024-11-03 00:00:00,3,4,Wind,308,Sunday,November,Fall,3106
2022-06-22 00:00:00,23,0,Wind,173,Wednesday,June,Summer,1640
2020-03-20 00:00:00,23,0,Wind,80,Friday,March,Spring,8105
2025-08-19 00:00:00,19,20,Wind,231,Tuesday,August,Summer,4330
2021-09-28 00:00:00,10,11,Solar,271,Tuesday,September,Fall,3345
2021-08-22 00:00:00,12,13,Wind,234,Sunday,August,Summer,8102
2024-05-04 00:00:00,12,13,Wind,125,Saturday,May,Spring,9129
2024-10-04 00:00:00,3,4,Wind,278,Friday,October,Fall,4898
2022-03-04 00:00:00,23,0,Wind,63,Friday,March,Spring,3137
2022-12-10 00:00:00,19,20,Wind,344,Saturday,December,Winter,1861
2025-01-29 00:00:00,3,4,Wind,29,Wednesday,January,Winter,15556
2021-01-10 00:00:00,10,11,Wind,10,Sunday,January,Winter,4394
2020-11-15 00:00:00,0,1,Wind,320,Sunday,November,Fall,10818
2020-04-18 00:00:00,15,16,Solar,109,Saturday,April,Spring,2973
2022-02-03 00:00:00,5,6,Wind,34,Thursday,February,Winter,2929
2022-09-13 00:00:00,21,22,Wind,256,Tuesday,September,Fall,2822
2024-11-26 00:00:00,17,18,Wind,331,Tuesday,November,Fall,3769
2021-01-27 00:00:00,10,11,Wind,27,Wednesday,January,Winter,5277
2025-08-21 00:00:00,17,18,Wind,233,Thursday,August,Summer,10878
2025-07-11 00:00:00,1,2,Wind,192,Friday,July,Summer,4862
2022-12-31 00:00:00,4,5,Wind,365,Saturday,December,Winter,15764
2023-08-08 00:00:00,10,11,Solar,220,Tuesday,August,Summer,7019
2020-12-29 00:00:00,21,22,Wind,364,Tuesday,December,Winter,3155
2021-09-01 00:00:00,11,12,Wind,244,Wednesday,September,Fall,9100
2020-12-07 00:00:00,5,6,Wind,342,Monday,December,Winter,910
2025-10-04 00:00:00,15,16,Wind,277,Saturday,October,Fall,13739
2025-06-19 00:00:00,5,6,Wind,170,Thursday,June,Summer,4974
2022-09-03 00:00:00,17,18,Wind,246,Saturday,September,Fall,5467
2024-07-01 00:00:00,16,17,Solar,183,Monday,July,Summer,9539
2021-09-18 00:00:00,15,16,Solar,261,Saturday,September,Fall,3777
2020-01-14 00:00:00,12,13,Wind,14,Tuesday,January,Winter,14254
2021-09-20 00:00:00,2,3,Wind,263,Monday,September,Fall,1783
2021-12-11 00:00:00,3,4,Wind,345,Saturday,December,Winter,7886
2020-04-04 00:00:00,21,22,Wind,95,Saturday,April,Spring,5074
2022-11-05 00:00:00,18,19,Wind,309,Saturday,November,Fall,5536
2021-07-26 00:00:00,20,21,Wind,207,Monday,July,Summer,2420
2022-11-26 00:00:00,12,13,Wind,330,Saturday,November,Fall,5590
2020-09-18 00:00:00,13,14,Wind,262,Friday,September,Fall,6346
2020-02-04 00:00:00,16,17,Wind,35,Tuesday,February,Winter,11924
2024-05-14 00:00:00,4,5,Wind,135,Tuesday,May,Spring,7995
2023-07-28 00:00:00,19,20,Wind,209,Friday,July,Summer,5624
2022-06-29 00:00:00,17,18,Solar,180,Wednesday,June,Summer,5001
2023-06-24 00:00:00,23,0,Wind,175,Saturday,June,Summer,2828
2023-05-27 00:00:00,8,9,Wind,147,Saturday,May,Spring,5721
2025-06-16 00:00:00,20,21,Wind,167,Monday,June,Summer,2901
2023-06-10 00:00:00,18,19,Solar,161,Saturday,June,Summer,4468
2025-08-01 00:00:00,8,9,Solar,213,Friday,August,Summer,3518
2023-10-18 00:00:00,2,3,Wind,291,Wednesday,October,Fall,10652
2020-03-18 00:00:00,16,17,Solar,78,Wednesday,March,Spring,2387
2024-03-14 00:00:00,8,9,Wind,74,Thursday,March,Spring,7457
2025-05-16 00:00:00,23,0,Wind,136,Friday,May,Spring,8373
2023-02-18 00:00:00,0,1,Wind,49,Saturday,February,Winter,5548
2022-07-23 00:00:00,16,17,Solar,204,Saturday,July,Summer,6197
2022-08-16 00:00:00,12,13,Solar,228,Tuesday,August,Summer,6043
2024-02-18 00:00:00,12,13,Wind,49,Sunday,February,Winter,14825
2024-12-20 00:00:00,3,4,Wind,355,Friday,December,Winter,8808
2022-10-25 00:00:00,22,23,Wind,298,Tuesday,October,Fall,6592
2022-12-11 00:00:00,21,22,Wind,345,Sunday,December,Winter,1627
2025-11-04 00:00:00,18,19,Wind,308,Tuesday,November,Fall,14445
2020-08-14 00:00:00,0,1,Wind,227,Friday,August,Summer,2144
2020-05-10 00:00:00,13,14,Wind,131,Sunday,May,Spring,2623
2020-03-03 00:00:00,20,21,Wind,63,Tuesday,March,Spring,2875
2022-12-18 00:00:00,0,1,Wind,352,Sunday,December,Winter,4061
2022-10-11 00:00:00,17,18,Solar,284,Tuesday,October,Fall,1835
2021-11-03 00:00:00,16,17,Wind,307,Wednesday,November,Fall,3274
2023-03-03 00:00:00,2,3,Wind,62,Friday,March,Spring,4064
2022-07-30 00:00:00,14,15,Solar,211,Saturday,July,Summer,7363
