Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
20.54,78.4,0.068,41069.9,33483,17490.1
13.11,48.93,0.082,33545.3,21253.5,16672.8
25.4,68.89,0.264,33820.9,20990,15744.4
11.81,86.3,4.916,31606.8,20954.4,16857.4
15.81,64.56,0.083,31422.1,23871.1,8752.94
12.99,52.77,0.077,24991.6,20837.1,11109.7
13.48,70.2,0.082,34445.6,29788.3,14163.7
7.26,89.2,0.085,23113.2,14538.6,14287.1
24.9,65.78,0.067,39862.3,22823.7,22023.9
16.86,77.5,0.085,27564.8,19400.4,11677.6
21.41,70.6,0.068,32872.9,20296,16277.2
12.56,77.3,0.083,32905.5,17875.6,16757.4
35.08,19.04,4.911,47502.5,31735.4,43314.5
27.06,64.92,4.924,38408.5,24428.3,21529.3
29.11,48.56,4.911,39650.2,27296.2,33174.2
20.25,62.8,0.082,34603.4,20962.1,18368
15.46,57.01,0.081,43736.9,25995.1,25477.1
18.98,59.95,0.086,34131.1,19884.1,17645.8
18.66,88.2,0.301,27066.9,15904.4,13608.7
11.62,79.4,0.075,43389.2,26370.8,25390.3
16.51,66.92,0.081,20848.7,16396.4,8764.47
12.21,77.8,4.915,23155.9,13535.6,14709.7
11.83,49.65,0.083,24473.9,14928.9,11340.7
18.81,84.1,4.916,25885.4,15949.2,15507.7
20.97,43.12,0.085,36258.9,21292.1,18036.4
21.26,88.8,4.913,38031.3,22120.2,28002.5
20.32,69.72,0.277,26971.3,16117.7,10308
26.17,66.06,0.322,33164.6,22079,16656.3
18.61,85.4,0.068,22209,12445.8,10948.7
17.41,48.3,0.084,22146.8,13010.3,13908.4
21.47,87.1,0.36,31335.9,19268.6,17115.3
14.18,49.97,0.082,20654,15693.2,9288.84
30.13,26.31,4.903,42048.6,28462,37186.9
5.801,90.2,4.922,27433.2,17401.8,12845.7
26.54,70.9,4.919,35701.8,23111.4,25046.4
17.95,56.88,0.075,32413.7,25793.2,9726.77
10.15,74.1,0.086,22420.3,13535.6,14324.8
9.82,87.5,0.081,22363.1,17140.9,9605.78
12.85,85.7,0.073,33663.1,18952,18235.2
9.92,80.9,0.09,30555.9,19116.1,14301.7
13.84,72.1,0.084,43077.4,26180.5,25223.2
23.08,78.6,4.914,28296.1,17312.7,21883.2
23.71,47.57,0.08,39010.3,24137.2,23873
26.85,36.01,4.926,31061.9,17614.6,15920.9
21.29,58.91,0.082,32360.2,20546.3,15851.6
26.22,85.7,4.907,39731.9,28400.8,31063.1
20.33,89.1,4.916,25214.3,14037,17528.1
8.8,81.6,0.085,26257,22044.8,11576.5
17.51,75.5,4.915,33691.1,20498.5,16348.9
26.72,41.28,4.93,30998.2,17498.5,15756.2
21.01,26.64,0.088,30594.7,26308.7,9415.61
25.28,55.75,4.902,49455.4,32194.7,35342.4
20.14,68.58,0.071,36676.9,30585.1,17066
18.95,58.36,0.082,39442.6,22958.4,24286.5
10.08,79.7,0.092,31838,20057.1,15290.6
17.39,78.3,0.075,35111.8,18887.2,21009.5
11.55,81.8,0.081,35510.3,29394.3,15103
17.78,61.82,0.074,33873.7,21032.9,16629.7
14.51,71.2,0.081,26970.9,15118.5,17728
28.92,28.61,4.908,42813.2,30544.9,33127.5
16.65,68.16,0.073,32660.4,20246.3,16676.1
22.22,84.9,4.915,26997.2,16874.8,15004.9
28.09,70.3,4.928,37277,21999.2,17502.7
12.5,74.2,0.085,23568.1,19331.1,7145.26
19.75,74.3,0.07,36596.9,29789.3,17251.1
16.51,78.4,0.087,30602.4,18534,11105.7
17.97,86.3,4.922,29838.7,18297.2,17262.5
16.58,58.04,0.084,33265.4,27538.5,13385.8
13.67,86.8,0.07,33078.1,19554.4,18222.5
18.95,85,4.91,28655.2,18902.8,12866.7
12.88,76.8,0.082,31732.3,24920.5,9225.45
18.26,40.73,0.088,34839.5,21198.8,16268
13.69,84.7,4.923,24478.4,13615.5,16145.5
27.47,55,4.923,33778,22243.7,22313.4
13.59,86.9,0.079,21956.9,17278.5,8304.58
13.15,86.4,0.085,36218.7,22603,22733.5
12.03,83.3,0.078,21661.5,15002.5,10641
21.22,67.43,4.927,36687.7,23231,18125.3
18.53,64.32,4.923,26953.5,16289.6,8853.01
28.02,43.18,4.906,47700.2,31158.2,47279
14.26,89.5,0.07,31106.5,16170.7,18496
12.14,83.2,0.077,37781.7,23226.7,17743.1
27.03,59.42,4.903,33498.8,26838.4,23744.2
9.29,81.2,0.09,23562.5,14115.5,14932
23.76,63.42,4.919,28768,17319.5,14475.2
20.75,89,0.066,25316,15997.9,12181.7
21.17,73.2,4.923,45939.8,27916.8,20104.1
18.11,74.3,0.074,41604.2,25469.4,25474
18.12,88.6,4.918,24047.2,15209.9,10948.7
18.8,81,0.069,35227.3,21845.2,17361.6
17.75,79.1,0.067,21302.6,13211.1,10703.8
20.11,80,0.067,35144.6,29644.2,18407.7
15.54,57.61,0.08,29843.4,16150.8,13974.5
14.15,72.3,0.086,30454.8,23919,9357.98
20.74,61.67,0.073,30252.3,24642.1,11745.5
13.56,51.32,4.922,35865.8,21089.4,17170
19.58,80.7,4.909,28301.4,17631.3,16942.9
30.23,51.7,4.92,40211.6,21565.8,25052.4
20.41,86.4,0.076,22734.8,14736.8,11100.6
12.96,75.7,0.078,33040.3,17992.7,16751.6
17.51,49.23,0.084,29827.7,21733.9,9871.81
18.08,62.12,0.091,32719,19641.3,18066.5
23.04,64.33,4.919,36192.2,23448.5,12634.7
13.24,47.35,0.083,25081.5,16183.6,12219.8
20.04,74.3,0.07,31087.6,24173,9926.81
16.47,80,0.074,43128.7,21995.9,28375.3
26.8,77.3,4.906,33498.8,26682.6,28788
19.08,59.46,4.922,26008.2,15946.1,8893.86
10.63,78.4,0.07,24694.5,14685.4,15218.7
18.18,79.6,0.082,35831.6,23242.1,16761.1
21.6,72.4,4.919,25277.9,15163.4,18284.3
20.56,87.2,0.071,42317.7,27436.9,18190.4
11.23,83,0.074,36876.3,25609.8,23278.1
25.72,40.22,4.909,39003.1,26853.6,30545.5
23.88,58.87,4.92,43918.4,27707.3,32805.4
10.79,83.5,0.072,24326.8,14367.1,14347.7
14.43,63.27,0.081,30081.4,17026.1,12955.7
13.8,57.26,0.086,33332.7,14804.9,16811.6
25.25,70.2,0.246,33062.7,20836.6,15426.7
15.93,85.3,4.909,31943.5,19017.1,19869.7
17.46,89.7,4.937,25434.7,16599.6,11064.8
10.4,72.9,0.085,25616.2,16066.9,15967.2
20.68,77.4,4.913,28998.2,18669.1,19236.1
13.75,58.44,0.077,41643.6,24190.2,25292.9
16.88,64.91,0.084,32366.3,19917.1,15781.9
26.52,57.67,4.922,29995.2,18838.3,18579.7
14.24,66.34,4.919,32973.6,20571.4,16139.6
14.41,63.85,0.08,22509.2,13590.3,13777.7
16.88,56.92,0.076,31677.6,26080.4,10141.7
12.19,77.1,4.914,22252.9,13181.8,13951.4
21.66,34.47,0.085,33171.2,18494.9,18466.9
13.14,56.38,0.081,28702.4,17671.7,17442.1
29.07,50.76,4.91,37360.3,24998.7,27715.5
19.66,69.26,0.09,37698.4,23448.5,16328.8
14.93,57.34,0.082,22905.8,13608.5,14356.6
29.91,65.59,4.904,48918.4,35490.6,39916.7
21.06,61.87,0.069,32067.7,25482.6,18783.6
24.33,69.76,4.91,48223.3,32107.6,43585.6
10.39,82.2,0.086,22487.1,14327.1,14492.5
19.2,70.3,0.075,31757.5,18403.3,18874.2
18.69,86.3,0.166,27867.3,17432.4,12167.8
30.91,35.15,4.924,49294.9,31560.8,42223.9
15.5,66.61,0.081,32067.7,26059.1,14880
21.68,55.63,4.918,34241.4,20301.2,16832.9
28.28,76.4,4.905,43618.7,34559.2,37828.2
13.63,85,0.071,33996.3,21051.2,15944.5
21.9,70.1,0.277,27589.4,16798.8,13314.5
30.21,45.45,4.904,38811.3,28803.8,28264.3
12.51,71.9,0.084,26363.3,14784.9,17233.5
19.71,70.9,4.916,26474.6,18067.2,11239.9
15.02,77.4,4.911,23616,11890.2,14835.5
23.08,88.3,4.92,32066.8,20109.8,21679.7
24.94,38.98,4.915,30860.3,20783.5,25269.3
11.63,90.7,0.079,24032.7,13993.9,14911
14.56,61.05,0.083,20489.7,16878.8,9346.46
16.29,63.75,0.087,32669.2,28138.7,12873
20.53,74,4.924,33867.5,20344.3,16778.6
12.1,49.81,0.084,33547.1,19181.8,17575.2
24.39,91,4.916,33492.4,20467.2,19555.1
23.54,35.38,4.917,33169,22884.1,16188.4
23.1,78.3,0.272,44786.5,25686.5,22422.2
14.47,38.52,0.079,30661.6,26618,10199.3
13.9,70.4,0.076,30313.2,17719.1,16226.4
25.87,82.5,4.923,40025.9,27218.6,32838.6
32.21,24.35,4.916,39631.1,26908.9,27347.9
12.76,85.3,0.068,42602,24849.8,25980.8
20.61,55.71,0.079,31658.3,19818.3,21550.5
33.11,33.08,4.906,41793.5,31112.7,32360.8
7.21,87.9,0.087,23180.9,14590.2,10614.2
12.11,90.1,0.082,23040,13741.5,13854.2
20.41,75.8,0.068,29202.8,19733.5,20151
23.94,54.58,0.087,45298.6,29169.7,19859.5
20.78,82,0.271,32278.9,19747.6,17556.5
10.16,60.38,4.922,22228.5,13681.5,12984.6
28.79,50.63,4.907,40364.7,28055.7,32788.6
12.96,57.98,0.09,23872.2,19216.9,9749.82
9.85,85.3,0.089,23138,13232.9,14580
23.95,47.52,4.91,29686.6,19898.7,24437.8
21.28,78.1,0.071,45098,27024.1,27220.1
14.11,66.32,0.08,22979,14071.7,13910.8
17.61,89.2,4.923,35894.6,22183.3,21075.3
13.94,65.77,0.077,23998,14637.1,14958.6
24.68,92.4,4.917,34988.3,21524,16702.2
18.66,75.9,4.919,32871.1,25663.1,15494.2
12.08,86.5,4.919,21636.9,15445,10629.4
23.66,63.21,4.928,34459.2,25566,12412.9
16.92,58.58,0.077,34019.2,21220.7,16464.6
19.05,92.9,0.075,31144.3,20442.3,10142.7
21.07,57.53,0.085,31844.3,16493.3,18496
21.13,67.68,4.921,26473.1,16675.3,13664.5
14.25,77.1,0.087,31177.5,18508.5,15886.5
19.13,58.77,0.08,19011.1,11126.9,10779.6
31.37,18.47,4.921,34923.2,20773,13608.7
19.51,80.3,4.921,32167.9,21380.8,15146.2
20.18,69.47,4.912,26618.5,17491.1,17249.9
11.71,75.8,0.084,23374.8,12387.4,14429.1
20.6,70.8,0.079,37573.5,23632,23536.2
12.6,71.8,0.079,25883.2,15563.4,15863.2
18.79,84.8,4.922,44556.6,26790.1,25920
18.5,70.1,0.072,32377.5,19349.1,17152
16.94,69.92,0.088,42322.7,21589,28369.5
15.28,85.6,0.071,23169.2,17289.7,10750.8
21.18,77.3,4.922,47175.9,32340.1,16885.8
21.76,93.1,4.916,32693.1,22408.3,12743.8
15.59,66.66,4.917,27974.4,15792.9,13848.5
11.36,86.1,0.082,32562.4,19880.5,19637.4
13.84,85.2,0.082,30188.8,17380.4,21015.3
25.08,50.95,4.916,34859.8,23851.9,31571.5
8.67,86.9,0.084,24292,18377.4,7571.67
24.07,85.9,4.918,28040.9,18319,20654.1
9.41,85.7,0.082,21189.4,16801.5,9536.61
23.01,83.3,0.06,29858.9,19219,23208.7
9.9,86.1,0.084,29706.9,17593.9,13987.7
23.63,55.49,0.315,42989.7,25750.1,20027.6
14.06,50.38,0.08,37907.8,23985.4,19194.2
21,68.3,4.925,37556.5,22053.3,17589
24.88,50.38,0.068,36543.6,23111.9,18798.3
14.3,44.09,0.08,31124,25796.9,9732.53
26.04,67.16,0.259,36044.6,22352.2,16091.5
15.13,87.8,0.069,21272.9,12204.1,11403.6
26.85,52.44,0.067,35705.7,20035.9,19786.9
5.888,85.6,4.914,21507.7,16966.1,9761.93
22.79,71.1,0.067,46258,28811.2,29745.2
14.32,80.1,0.073,33245.6,19525.1,18251.6
9.27,68.45,0.082,23211.6,13646.3,14475.5
16.69,65.61,0.074,31434.2,26629,11830
16.46,81.1,0.073,36593.7,16933.2,19141.8
11.07,52.62,0.084,33705.8,19969.6,16087.5
16.52,81.9,4.914,24829.8,18840.2,11595.9
24.11,89.3,4.911,26095.8,17349.9,15654.9
11.66,55.54,0.077,37998.5,33094.8,16768.3
17.63,62.94,4.919,26180.7,16716.4,16098.5
21.6,84.1,4.92,26346.9,14418.7,12708.5
19.56,84.2,0.071,43108.7,25084.8,25634.3
31.89,40.39,4.929,39867.1,26829.1,28878.3
22.46,65.24,4.924,42844,26779.2,32267.8
34.03,33.18,4.906,41723.3,27763.3,28125.2
19.99,55.21,0.082,30662.8,15570.7,16211.6
17.51,70.8,4.925,44770.6,27388.2,25797.6
19.74,81,4.916,36746.8,23060.2,16550.5
21.04,52.16,4.903,28716.9,19311.5,18664.3
27.48,74,4.927,37673.3,24253.4,26934.2
28.65,34.87,0.085,36284.9,21978.9,18585.9
12.87,85.9,0.09,22335.3,13778,13790.3
13.57,60.13,0.087,35210.1,14575.1,16603.4
8.09,77.2,0.083,24777.7,15370.2,15614.5
13.21,64.47,0.081,23684.1,14819.5,15562.4
27.73,44.7,4.918,33422,21802.1,24369.2
25.11,70.7,4.905,45021.1,30843,35138.4
16.19,85.9,0.068,23622.8,12614.7,15546.2
29.33,60.79,4.905,40332.8,28032.1,27626.3
6.475,82.4,0.091,25014.7,15465,14521.4
35.22,32.88,0.069,34706.7,24049.4,24136.6
10.23,49.98,0.093,21850.2,12992.1,14032.4
16.51,80,0.071,37212.3,31012.8,21744.6
13.92,85.4,4.914,26894.3,16434.1,16542.6
12.46,69.96,4.923,41820.8,25243.8,25607.7
23.92,81.9,4.914,24889.8,17981,18195.8
22.6,78.9,0.069,35780.7,22606.7,18302
13.62,73.2,0.086,30276.9,23150.8,16198.6
26.68,38.28,0.272,37669.4,23923.9,14891.3
26.04,86.1,4.912,27476.7,19505.4,21017.7
12.79,67.21,0.082,38120.5,24339.2,24115.7
15.85,77.2,4.915,25495.1,15239.6,15140.4
20.76,61.53,0.072,31979,18323.2,17676.4
20.93,60.19,0.082,33512.2,19913.6,17757.1
23.31,58.28,0.072,34038.7,22928.5,16382
13.83,69.72,0.074,33455.6,20746.5,19508.7
14.4,81,0.085,23765.4,13802.4,11723.6
30.81,52.45,4.91,36384.3,25439.2,29095.2
14.94,85.2,0.083,24631.9,15078.4,15475.7
23.59,65.7,0.078,35165,24834,13580.1
23.69,54.98,4.919,40562.1,22988.4,22075.1
16.43,76.5,0.079,22181,17103.4,9790.16
14.37,69.69,0.074,39087.5,23704.6,19149.8
19.23,69.48,0.074,21698.5,16720.7,10473.3
22.76,77,0.066,27922.6,21779.6,15135.5
20.59,72.6,0.068,32166.2,23526.4,11878.6
13.99,86.8,0.07,28018.8,14480.7,19345.5
11.39,49.03,0.079,22217.5,18933.4,10003.4
13.62,74.8,0.071,42632.5,24973.9,25095.1
12.43,84.9,0.077,27402.9,17151.2,11996.1
18.22,76.8,0.087,33475,19932,17256.7
25.63,91.8,4.906,25840.1,17426,16389.2
9.93,84.4,4.932,22633.8,15162.4,9039.04
10.48,86,0.084,22010.6,13273.2,13656.8
12.56,67.49,0.084,34694.2,21465,23972
19.37,78.8,4.924,46344.4,27659.4,26456.4
20.56,56.27,4.92,40496.5,32833.2,17898.6
28.12,48.52,4.926,37730.9,24238.2,25808.7
26.11,31.22,0.083,41660.9,24516.4,25873.4
14.43,65.22,0.081,40795.9,25112.5,23653.6
18.76,87.7,0.071,27459.1,17130.7,16510.4
16.93,89.9,4.907,25510.4,14571.8,10557.1
13.05,65.77,0.083,39209.1,34251,16203.6
28.71,32.98,0.313,36057.3,23557.2,14503
25.83,49.22,0.337,32100.5,18984.2,16232.7
24.61,68.4,4.904,30094.9,20267.1,23262.9
13.28,64.51,0.082,34608.8,21173.3,15954.3
17.09,77,0.079,31774.5,26070.1,11485
8.08,94.3,0.079,21962,16403.8,7923.17
14.52,68.89,4.917,29409.2,23991.3,13093
20.03,81.6,4.919,22582.3,11645.7,13522.7
22.23,51.79,0.078,33034.2,20971.3,17522.2
27.07,72.3,4.914,32958.9,22439.2,24214.9
19.55,55.79,4.92,32683.1,26613.2,10652.5
27.31,32.48,4.911,42909.8,28302.5,39645.2
22.54,51.72,4.916,29603.7,19538,24257.1
13.46,72.4,0.077,21746.4,13342.2,13847.2
19.46,61.54,0.074,35936.4,21677,19368.7
21.75,81.1,0.084,30859.9,19594.2,14580.2
23.82,82.8,0.066,28946.7,19105.1,22654.4
10.75,78.7,0.082,23708.4,15906.4,11820.7
22.59,78.2,4.926,45799.6,27621.2,20192.4
13.74,71.7,0.08,43468.5,25506.4,25645
21.39,80.2,4.922,28410.9,17946.8,22208.5
24.9,42.88,0.083,31462.8,18653.9,18247.8
9.05,85.2,0.076,25907.7,15475.6,15973.5
15.87,79,0.089,29561.7,19382,13344.8
12.02,48.58,0.091,32930.8,20436.5,16272.7
20.37,86.7,0.069,23370.6,15099.8,13044.2
8.46,70.8,4.917,21913.8,17207.9,9652.05
12.84,67.56,0.085,21709.8,13750.8,11288.4
28.91,64.99,4.904,41317.3,28632.7,27223.1
15.35,59.3,0.077,30871.9,18649.2,19408.2
16.91,75.7,4.921,26162.4,16621.7,15356.1
22.58,70.1,4.912,43542,29016.7,30455.2
13.41,56.44,0.083,33858.3,21224.3,15120.7
29.44,51.19,4.907,37194.4,25260.8,28607.2
31.01,33.12,4.912,35682.7,20643,27637.2
16.4,60.31,0.081,28094.3,21938,10032.2
15.86,63.18,0.079,26042,20064.4,13922.4
19.84,89.1,0.273,27430.1,17116.8,14085.2
13.88,87.7,0.069,26884.1,13721.8,18664.7
16.32,86.2,0.071,34064,20269.2,17035.6
26.41,84.5,4.907,50606.2,35023,40163.5
19.02,61.25,0.095,26606.9,15994.6,11520
12.43,80.2,4.926,25162,19754.5,7283.55
22.78,58.26,4.908,30037.5,20081,25088.5
13.34,76.8,0.085,24813.3,13813.4,15936
21.19,67.34,0.07,39846.2,32969,17025.5
12.26,73,0.089,24453.6,13234.2,15581.1
18.45,67.47,0.074,42235.9,21647.7,28346.2
24.12,57.6,4.918,35382.9,26194.9,31704.1
24.49,52.95,0.095,33910.9,22653.1,12856.4
20.61,66.73,0.082,24987.3,19736.5,12366.2
19.07,51.82,0.082,34361.6,21237.1,17309.1
21.59,91,4.916,36337.7,23018.3,13785.2
22.7,84.3,0.33,38708,23605.8,20751.3
17.76,67.22,0.083,27437.3,20958.6,8781.75
25.81,43.25,4.912,29138.1,19234.2,22811
21.77,60.26,4.905,27358.4,17719,20310.6
8.83,51.07,0.092,33974.2,20721,22426.4
14.77,59.91,0.082,20733.1,17026.1,9559.66
14.17,76.8,0.083,22295.6,13531.9,13934
20.91,65.99,0.198,27879.9,16487.6,13124.9
23.86,72.9,0.301,34094.9,19343.5,16968.2
20.61,72.2,4.92,32910.7,20745.5,17396.6
22.76,59.8,0.095,36734.2,23597.9,12296.2
17.81,70.4,0.077,22569.5,14231.6,10817
15.16,82.9,4.92,25957.8,20188.4,12436.2
16.43,73.8,0.09,23040,13798.8,11857.5
12.29,71.8,4.918,22756.9,16988.4,9958.55
27.83,66.4,4.913,40683.6,23202.5,27992.6
11.17,62.75,0.086,25969,14919.5,15607.7
17.17,50.03,0.082,18902.3,13316.7,14139.8
14.7,87.7,0.088,23126.8,12182.1,13300.4
23.52,55.49,0.33,39886.7,23965.1,19386.3
19.49,77.7,0.077,20899.7,11795.7,10738.8
14.73,78.5,0.084,34406.2,29116.1,18031.8
14.09,64.87,0.078,39597,24000,25798.6
30.62,35.51,4.918,44778.7,28048.1,33668.3
23.24,57.65,0.273,45952.6,27647.4,21504.4
24.26,78.6,0.066,47352.2,31867.8,36269.3
24.13,93.3,4.922,27598.1,18726.1,13704.8
7.23,87.4,0.083,22784.8,14279.6,14330.6
15.04,76.9,0.075,40502.3,25258.4,24248.7
11.48,73.9,0.078,38491.3,32763.4,15909.7
15.31,69.59,0.085,27273,22206.8,9749.82
17.07,72,0.077,26225.3,15763.5,16079
26.52,40.05,4.906,35269.6,25222.8,28806
10.78,67.9,4.922,26658.5,21369.4,8692.05
35.97,21.31,4.921,39937.3,27638,28251.7
16.75,78.5,0.082,26430.5,15949.8,11870.2
17.88,72.8,0.08,25218.1,15009.3,15665.1
20.96,61.51,0.069,32024.6,25073.6,18997.6
23.8,67.69,4.921,31642.2,20278,11134.8
22.58,59.03,4.921,33955,19247.3,13819.3
17.03,55.76,4.925,28418.5,20458.3,9432.29
30.77,42.69,4.908,42335.7,34222.8,29342.3
14.38,47.06,0.088,42583.7,24397.6,25176.1
27.66,44.78,4.905,41400.4,28073.9,25423.4
28.26,37.55,4.909,38753.7,26659.8,26127.6
13.63,84,0.085,36654,32012.3,15137.6
16.25,53.16,0.083,32985.6,26960.4,10931.1
19,70.2,0.073,32538.7,19451.7,15325.1
14.51,54.89,0.084,30825.9,25734.3,9611.52
9.6,73.4,0.083,22430.4,17939.2,9893.88
21.09,65.52,4.923,33709.2,21383.4,11747.6
23.8,84.3,4.919,36477.9,23660.4,25200.8
21.08,72,0.071,33011.4,20845.8,16265.6
14.44,72.2,0.075,37110.5,23299.7,17332.1
13.66,68.67,0.08,39519.4,33680.3,15517.9
14.54,81.2,0.074,22684.6,13723.2,14934.2
15.91,69.37,0.071,31782.3,19558,21428.4
20.3,87.7,0.065,25608.5,16974.6,11904
11.82,76.8,0.086,35908.5,21931.9,21552.2
18.49,81.9,0.078,24500.5,14559.8,14306.7
22.57,86.6,4.916,36524.5,21835.8,28244.7
25.1,85.3,4.922,48912.1,29320.8,27301.3
35.95,25.08,4.91,40415.7,29441.8,32005.4
24.3,59.49,0.317,32221.6,19485.7,17397.7
22.87,68.52,0.069,27388.6,19811.2,17829.4
12.88,73.8,0.081,22959.7,18462.1,7289.32
10.46,85.4,0.077,22560,16899.2,10161
20.39,57.56,4.923,35176.9,22517.6,18276.9
25.37,51.3,0.072,36391,20889,18786.5
25.94,47.95,0.351,40026.9,24765.9,19515.8
8.87,85.6,0.084,25646.6,16037.7,15868.9
13.04,77.3,0.091,25193.8,20811.6,13335.9
18.25,76.1,0.073,34875.1,20860.6,16182.9
16.5,64.72,0.088,31458.6,24983.1,9334.93
25.6,41.25,4.917,35820.4,22944.4,13037.3
21.95,80.6,4.913,24621.9,16146.8,16870.3
14.44,66.22,0.082,43923,26735.6,25434.2
24.57,59.27,0.074,38717.9,22191.3,20665.1
21.52,77.1,0.072,29550.2,14358.8,13073.7
15.33,64.82,0.076,33922.4,29309.6,14803.4
18.42,60.11,0.088,30904.9,26352.9,9323.41
16.85,71.3,0.084,23672.4,13314.9,15243.6
16.42,86.6,4.919,25806.6,18332.4,9389.91
28.59,61.61,4.92,39975.5,21664.6,23208.7
11.62,51.95,0.083,23562.5,14407.3,14677.6
14.38,57.33,0.084,34851.6,21056.5,16574.5
27.04,66.23,4.909,49862.6,31557,41018.9
14.26,42.42,0.079,29128.5,25292.4,10781.3
27.77,54.75,0.064,38562,26903.1,26181.8
15.89,56.28,0.082,32304.2,27034.1,10147.4
23.04,79,0.264,43862.7,25581.7,21945.7
23.4,56.09,0.089,45128.4,29065.1,20104.6
23.77,59.45,4.922,37191.5,22314.8,12790.8
26.7,69.46,4.904,36843.6,25989.9,33662.3
17.68,90,4.918,26066.5,16345.9,9360.74
28.53,70,4.917,35535.9,21991.1,29878.5
15.27,77.8,0.078,28211,18099,17559.3
20.78,86.3,0.071,45317.1,27490.2,27370.3
20.42,47.13,4.923,32905.5,20956.1,18162.6
18.6,62.92,4.915,32861.5,27420.2,11745.5
20.31,86.4,0.068,40688.7,23587.1,26850.5
13.32,66.28,0.085,37489,20890.2,23109.7
15.17,78.4,0.086,40943,34306.2,15742.6
22.58,59.86,4.909,32461.4,23624.1,26185.1
13.02,74.4,0.082,28359.8,17351.1,13550.5
20.67,52.99,4.919,30734.7,19680.5,10918.9
6.136,87.6,0.084,22400,18082.8,9294.6
28.95,40.85,4.935,37206.8,23653.9,13218.2
18.76,70.4,0.076,33458.5,27513.2,15637.6
22.07,70.3,4.919,21026.2,11723.8,10069.5
25.25,39.65,4.918,46232.9,26128.1,21675
28.28,72,4.916,36524.7,22625.3,30270.1
20.25,60.12,0.083,31165,16896,19265
19.63,68.92,4.916,24766.7,15661.1,9196
27.59,56.45,0.072,47362.1,31336.7,41410.5
19.04,79.2,4.91,25367,15673.5,14228.5
31.46,23.67,4.906,39757.4,28047.3,27927.3
12.84,53.77,0.076,25648.7,22652.3,11835.8
26.28,86.8,4.91,41406.8,29351.2,33187.7
20.66,83.6,0.073,30003.7,17981.3,13918.5
12.12,63.68,0.075,39768.5,23963.4,23574.2
24.19,82.9,4.919,24334.9,15968.4,18027.1
12.97,49.52,0.085,34213.7,21505.2,19142.2
22.96,79.6,0.256,42926,25185,21445.6
15.45,77.9,0.083,19339.9,13723.2,6522.93
13.77,70.9,0.074,30868.5,20272.3,19821.3
27.79,74.5,4.917,34713.1,21744.3,30975.1
29.3,50.59,4.924,32888.8,22557,21063.8
15.75,68.56,0.075,37047.8,19522,16856.1
13.06,81.8,0.076,35799.5,22198.2,23132.5
22.74,72,0.272,42206,24979.2,21698.5
13.91,64.49,0.081,28037.3,17266.9,17390
14.7,87.4,0.077,22400,17728.5,10600.5
24.25,49.45,0.083,32586.9,19858.5,16263.9
23.63,84.8,4.907,36256.7,23198.7,29999
33.46,31.38,4.905,41295.9,28663.3,31029.3
11.37,63.22,4.922,24284.7,14633.4,15387
14.94,86.8,0.07,23548.4,13351.5,15400.7
21.76,72.5,4.912,26127.3,16913.9,16575.1
21.15,67.32,4.922,27407.3,18829,13813.5
19.46,81,0.07,34988.1,20816.1,21769.1
22.03,64.36,4.917,36650,20344.3,20288.3
18.33,85.6,4.921,33880.1,20147.4,19262.2
9.16,59.33,4.922,25704.6,21202.1,8472.29
18.6,79,0.068,19723.1,14176.9,9137.35
16.41,77.6,0.068,32352.7,14378,17943.3
20.08,69,0.069,35907.1,22662.5,17903.8
15.15,86.9,0.072,28161.4,15774.7,18792.7
15.14,76,0.068,42355.4,26057.1,25607.7
8.77,80.3,0.084,22639,13572,14440.5
19.36,85.3,0.068,21778.5,16943.8,11300.2
20.66,69.42,0.077,29259.5,18033.4,18026.2
12.98,86.4,0.102,31422.6,19452.4,14138.7
27.19,64.65,4.918,39584.8,24949.1,22702.9
18.27,68.78,4.92,37421.1,30021.2,17186.6
28.11,34.48,0.265,35133.5,21296.9,15773.8
14.35,75.7,0.073,35750.4,20533.2,18594.9
25.12,76.8,4.912,32933.4,22363.3,22304.9
24.09,80.8,0.317,46717.2,27748.4,23734.3
20.85,69.88,0.074,31169.2,26605.8,17667.5
12.53,77.5,0.086,37494.7,24452.3,23444.8
18.85,89.1,4.922,25554.5,16274.7,11169.8
24.17,58.62,4.916,27879.9,16502.5,11905.2
28.58,41.55,4.903,38996.7,26918.3,26464.7
20.11,57.11,0.082,30901.9,15826.1,18635.6
21.6,71.2,4.917,37556.5,22480.5,19168.9
15.1,84.6,0.074,32194.7,21128,15578.7
21.02,80.3,4.924,45752.3,29692.5,19071.6
23.32,53.65,0.071,34169.7,21313.9,17495.7
14.51,69.19,0.083,43798,25995.1,25274.5
28.11,46.3,4.919,31635.5,19848.6,19442.2
11.42,68.93,0.083,23227.4,18881.9,8539.74
20.46,83.6,0.068,22315.2,14194.2,11301.4
21.5,89.6,4.911,27984.4,16252.4,13832.2
10.1,86.4,0.083,22598.8,13240.2,13697.4
11,53.91,0.077,23190.9,19283.2,7439.14
15.86,67.57,0.08,21997.4,15417.9,11703.1
15.96,70.1,0.071,30953.6,24666.5,9369.51
13.85,53.97,0.084,22924.1,11595.1,15398.6
25.58,48.68,0.074,23524.8,15706.3,18153.6
19.63,86.6,4.919,32562.3,22055.6,10026
13.8,68.01,0.092,19430.9,11606.1,10901.2
